VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount
2,2015-01-01 18:06:53,2015-01-01 18:18:56,1,2.81,-73.99651336669923,40.71923828125,1,N,-73.99072265625,40.75019073486328,1,11.0,0.0,0.5,2.75,0.0,14.55
2,2015-01-01 18:06:54,2015-01-02 17:57:32,1,6.3,-73.97317504882812,40.76465606689453,1,N,-74.01225280761719,40.701637268066406,1,20.0,0.0,0.5,2.0,0.0,22.8
1,2015-01-01 18:06:54,2015-01-01 18:23:28,1,1.2,-73.9915542602539,40.74965286254883,1,N,-73.98345184326173,40.7563362121582,2,11.0,0.0,0.5,0.0,0.0,11.8
2,2015-01-01 18:06:54,2015-01-01 18:12:54,2,1.21,-74.0023880004883,40.734275817871094,1,N,-73.98847961425781,40.737491607666016,2,6.5,0.0,0.5,0.0,0.0,7.3
2,2015-01-01 18:06:54,2015-01-01 18:09:56,1,0.61,-73.96212768554686,40.773521423339844,1,N,-73.95667266845702,40.78095626831055,2,4.5,0.0,0.5,0.0,0.0,5.3
1,2015-01-01 18:06:55,2015-01-01 18:19:28,1,3.5,-73.97698974609375,40.7797966003418,1,N,-73.97922515869139,40.74134826660156,1,13.0,0.0,0.5,2.75,0.0,16.55
2,2015-01-01 18:06:55,2015-01-01 18:29:45,2,0.86,-73.98342132568358,40.764591217041016,1,N,-73.9849853515625,40.7549934387207,2,14.0,0.0,0.5,0.0,0.0,14.8
1,2015-01-01 18:06:55,2015-01-01 18:17:05,2,0.7,-73.98138427734375,40.76129150390625,1,N,-73.99211120605469,40.759010314941406,1,7.2,0.0,0.5,1.6,0.0,9.6
2,2015-01-01 18:06:55,2015-01-01 18:11:49,1,1.52,-73.99835968017578,40.76103973388672,1,N,-73.99365234375,40.745948791503906,1,6.5,1.0,0.5,1.0,0.0,9.3
1,2015-01-01 18:06:56,2015-01-01 18:33:49,1,13.5,-74.01361083984375,40.710697174072266,1,N,-73.87110900878906,40.77399826049805,2,38.5,0.0,0.5,0.0,5.33,44.63
2,2015-01-01 18:06:56,2015-01-01 18:21:11,2,5.3,-74.0098876953125,40.73823928833008,1,N,-73.98355102539062,40.78622055053711,2,17.5,0.0,0.5,0.0,0.0,18.3
2,2015-01-01 18:06:56,2015-01-01 18:13:04,1,1.24,-73.991943359375,40.74286651611328,1,N,-73.97868347167969,40.75291061401367,1,6.5,0.0,0.5,1.3,0.0,8.6
1,2015-01-01 18:06:56,2015-01-01 18:11:24,1,0.6,-73.99263763427734,40.752628326416016,1,N,-73.98165130615234,40.74951553344727,1,5.0,0.0,0.5,1.15,0.0,6.95
1,2015-01-01 18:06:57,2015-01-01 18:14:27,1,1.2,-73.97761535644531,40.758567810058594,1,N,-73.99136352539062,40.751136779785156,2,7.0,1.0,0.5,0.0,0.0,8.8
1,2015-01-01 18:06:57,2015-01-01 18:40:48,1,10.6,-73.97636413574219,40.739601135253906,1,N,-73.9477005004883,40.64263916015625,2,34.0,0.0,0.5,0.0,0.0,34.8
2,2015-01-01 18:06:57,2015-01-01 18:10:16,1,0.92,-73.99095153808595,40.73392105102539,1,N,-73.9925079345703,40.724063873291016,2,5.0,0.0,0.5,0.0,0.0,5.8
1,2015-01-01 18:06:58,2015-01-01 18:15:59,1,1.4,-73.98204803466798,40.77199172973633,1,N,-73.96761322021484,40.76181411743164,1,7.7,1.0,0.5,2.0,0.0,11.5
1,2015-01-01 18:06:58,2015-01-01 18:13:50,1,1.4,-73.99862670898438,40.73975372314453,1,N,-73.97986602783203,40.73930358886719,2,7.0,0.0,0.5,0.0,0.0,7.8
1,2015-01-01 18:06:58,2015-01-01 18:09:35,1,0.5,-73.97940063476562,40.75581359863281,1,N,-73.98467254638672,40.75299453735352,2,4.0,0.0,0.5,0.0,0.0,4.8
2,2015-01-01 18:06:58,2015-01-01 18:27:16,1,2.28,-73.98765563964845,40.77531051635742,1,N,-73.98070526123048,40.75188827514648,1,14.5,0.0,0.5,1.25,0.0,16.55
1,2015-01-01 18:06:58,2015-01-01 18:32:05,1,15.7,-73.97830963134766,40.74873352050781,2,N,-73.7872543334961,40.6474838256836,2,52.0,0.0,0.5,0.0,5.33,58.13
2,2015-01-01 18:06:58,2015-01-01 18:37:51,1,6.83,-73.9937744140625,40.74136352539063,1,N,-73.97236633300781,40.75849533081055,2,25.0,1.0,0.5,0.0,0.0,26.8
2,2015-01-01 18:06:59,2015-01-01 18:34:52,2,6.52,-73.98497772216798,40.747825622558594,1,N,-73.94156646728516,40.68724060058594,1,24.0,0.0,0.5,7.2,0.0,31.7
1,2015-01-01 18:06:59,2015-01-01 18:10:22,1,0.7,-73.99169921875,40.716224670410156,1,N,-73.9859848022461,40.726783752441406,2,4.5,0.0,0.5,0.0,0.0,5.3
2,2015-01-01 18:06:59,2015-01-01 18:19:15,3,1.18,-73.9656524658203,40.765769958496094,1,N,-73.98204040527344,40.76460266113281,1,9.0,1.0,0.5,1.5,0.0,12.3
1,2015-01-01 18:06:59,2015-01-01 18:19:52,2,2.0,-73.99697875976562,40.74226760864258,1,N,-73.98365783691406,40.76550674438477,1,10.2,0.0,0.5,2.2,0.0,13.2
2,2015-01-01 18:06:59,2015-01-01 18:10:29,1,0.84,-73.98881530761719,40.7640037536621,1,N,-73.9961929321289,40.75358581542969,1,5.0,0.0,0.5,1.0,0.0,6.8
2,2015-01-01 18:07:00,2015-01-01 18:14:55,1,1.41,-73.94573974609375,40.79307174682617,1,N,-73.9454116821289,40.808048248291016,2,7.5,0.0,0.5,0.0,0.0,8.3
2,2015-01-01 18:07:00,2015-01-01 18:13:33,2,1.31,-73.988525390625,40.736900329589844,1,N,-73.97818756103516,40.75089645385742,1,7.0,0.0,0.5,2.1,0.0,9.9
1,2015-01-01 18:07:01,2015-01-01 18:18:49,2,2.5,-73.98350524902342,40.76442337036133,1,N,-74.00852203369139,40.74756240844727,2,10.5,0.0,0.5,0.0,0.0,11.3
2,2015-01-01 18:07:01,2015-01-01 18:21:07,2,1.08,-73.97491455078125,40.756591796875,1,N,-73.98756408691406,40.75923538208008,2,9.5,0.0,0.5,0.0,0.0,10.3
1,2015-01-01 18:07:01,2015-01-01 18:16:20,1,1.8,-73.98974609375,40.756683349609375,1,N,-73.96697998046875,40.76389694213867,1,8.5,0.0,0.5,2.3,0.0,11.6
2,2015-01-01 18:07:01,2015-01-01 18:25:07,1,1.22,-73.98661041259766,40.74580383300781,1,N,-73.978759765625,40.75820541381836,2,12.5,0.0,0.5,0.0,0.0,13.3
2,2015-01-01 18:07:01,2015-01-01 18:22:04,1,3.16,-73.96698760986328,40.76658630371094,1,N,-73.98741149902342,40.728919982910156,1,13.0,0.0,0.5,1.2,0.0,15.0
2,2015-01-01 18:07:02,2015-01-01 18:21:11,1,2.49,-73.97615814208984,40.77629852294922,1,N,-73.99137115478516,40.75054931640625,2,11.0,0.0,0.5,0.0,0.0,11.8
2,2015-01-01 18:07:02,2015-01-01 18:19:46,5,3.3,-73.95851898193358,40.76879119873047,1,N,-73.99137878417969,40.73577117919922,1,12.5,0.0,0.5,1.5,0.0,14.5
2,2015-01-01 18:07:02,2015-01-01 18:12:46,1,1.35,-73.98043060302734,40.73051071166992,1,N,-73.9716567993164,40.74647521972656,1,7.0,0.0,0.5,1.75,0.0,9.55
2,2015-01-01 18:07:02,2015-01-01 18:19:21,3,2.85,-73.99024200439453,40.73944854736328,1,N,-74.01651000976562,40.717491149902344,2,11.5,0.0,0.5,0.0,0.0,12.3
2,2015-01-01 18:07:02,2015-01-01 18:19:28,1,5.71,-73.9894790649414,40.75319290161133,1,N,-74.01213836669923,40.701568603515625,2,17.5,1.0,0.5,0.0,0.0,19.3
2,2015-01-01 18:07:02,2015-01-01 18:16:45,2,2.45,-74.00623321533203,40.74859619140625,1,N,-73.97868347167969,40.76567077636719,1,10.0,1.0,0.5,1.5,0.0,13.3
1,2015-01-01 18:07:02,2015-01-01 18:16:56,1,1.3,-73.98645782470702,40.76251602172852,1,N,-73.96615600585938,40.756999969482415,2,8.0,0.0,0.5,0.0,0.0,8.8
1,2015-01-01 18:07:03,2015-01-01 18:20:49,2,2.0,-73.97355651855469,40.77961730957031,1,N,-73.98602294921875,40.75886535644531,2,11.0,0.0,0.5,0.0,0.0,11.8
2,2015-01-01 18:07:03,2015-01-01 18:15:03,3,1.55,-73.95458984375,40.77804183959961,1,N,-73.96517944335938,40.76166915893555,1,8.0,0.0,0.5,1.6,0.0,10.4
2,2015-01-01 18:07:03,2015-01-01 18:14:19,1,1.44,-73.97251892089844,40.76457595825195,1,N,-73.95347595214845,40.7652587890625,1,7.0,1.0,0.5,2.0,0.0,10.8
1,2015-01-01 18:07:03,2015-01-01 18:10:39,1,0.9,-73.96502685546875,40.75899887084961,1,N,-73.97125244140625,40.74815368652344,1,5.0,0.0,0.5,1.0,0.0,6.8
2,2015-01-01 18:07:04,2015-01-01 18:13:25,1,0.97,-73.97853851318358,40.7524299621582,1,N,-73.97808074951173,40.74185180664063,1,6.0,0.0,0.5,1.2,0.0,8.0
2,2015-01-01 18:07:04,2015-01-01 18:26:54,1,5.38,-74.0160903930664,40.71495819091797,1,N,-73.98237609863281,40.771480560302734,2,19.5,0.0,0.5,0.0,0.0,20.3
2,2015-01-01 18:07:04,2015-01-01 18:22:51,1,1.94,-73.96176147460938,40.75584030151367,1,N,-73.98921203613281,40.75799179077149,2,11.5,0.0,0.5,0.0,0.0,12.3
2,2015-01-01 18:07:05,2015-01-01 18:17:38,1,2.32,-73.99954223632812,40.72341918945313,1,N,-73.97679138183594,40.745079040527344,1,10.0,0.0,0.5,1.0,0.0,11.8
1,2015-01-01 18:07:05,2015-01-01 18:10:57,1,0.9,-73.99331665039062,40.74309158325195,1,N,-74.00145721435547,40.75157165527344,2,5.0,0.0,0.5,0.0,0.0,5.8
2,2015-01-01 18:07:05,2015-01-01 18:13:37,1,1.98,-73.95484924316406,40.76946640014648,1,N,-73.9751968383789,40.752307891845696,1,8.0,0.0,0.5,1.6,0.0,10.4
2,2015-01-01 18:07:06,2015-01-01 18:10:30,6,0.62,-73.968017578125,40.76279830932617,1,N,-73.97467041015625,40.75686645507813,2,4.5,1.0,0.5,0.0,0.0,6.3
1,2015-01-01 18:07:06,2015-01-01 18:23:21,3,1.4,-73.9890899658203,40.7573471069336,1,N,-73.97579193115234,40.760757446289055,2,11.0,0.0,0.5,0.0,0.0,11.8
2,2015-01-01 18:07:06,2015-01-01 18:19:32,4,5.11,-74.0041275024414,40.708045959472656,1,N,-73.95796203613281,40.7189826965332,1,16.5,1.0,0.5,4.38,0.0,22.68
2,2015-01-01 18:07:06,2015-01-01 18:16:06,1,2.04,-74.00850677490234,40.71990585327149,1,N,-73.98532104492188,40.72748565673828,1,9.0,0.0,0.5,1.8,0.0,11.6
2,2015-01-01 18:07:06,2015-01-01 18:12:26,1,1.36,-74.00477600097656,40.74675369262695,1,N,-73.98611450195312,40.74760818481445,2,6.0,0.0,0.5,0.0,0.0,6.8
2,2015-01-01 18:07:06,2015-01-01 18:19:17,1,4.4,-74.00607299804686,40.70362091064453,1,N,-73.98401641845702,40.68034744262695,2,14.5,1.0,0.5,0.0,0.0,16.3
1,2015-01-01 18:07:06,2015-01-01 18:16:53,2,2.4,-73.98613739013672,40.76725769042969,1,N,-74.00814819335938,40.737693786621094,2,9.5,0.0,0.5,0.0,0.0,10.3
1,2015-01-01 18:07:06,2015-01-01 18:17:04,1,1.5,-73.9908447265625,40.7364387512207,1,N,-73.9939727783203,40.72038650512695,2,8.5,0.0,0.5,0.0,0.0,9.3
1,2015-01-01 18:07:06,2015-01-01 18:14:26,1,2.2,-73.97718048095702,40.75259780883789,1,N,-73.98352813720702,40.72686004638672,1,8.2,0.0,0.5,1.8,0.0,10.8
2,2015-01-01 18:07:07,2015-01-01 18:13:07,1,1.3,-73.94699859619139,40.78459167480469,1,N,-73.95951843261719,40.77005386352539,2,6.5,0.0,0.5,0.0,0.0,7.3
2,2015-01-01 18:07:07,2015-01-01 18:12:56,1,1.68,-73.9713592529297,40.76203536987305,1,N,-73.9831771850586,40.7414436340332,2,7.0,0.0,0.5,0.0,0.0,7.8
1,2015-01-01 18:07:07,2015-01-01 18:17:22,1,1.7,-73.98830413818358,40.7317771911621,1,N,-74.01123046875,40.72884368896485,1,9.0,0.0,0.5,2.45,0.0,12.25
1,2015-01-01 18:07:07,2015-01-01 18:23:20,1,3.2,-73.99079895019531,40.75560760498047,1,N,-73.962646484375,40.796913146972656,1,14.5,0.0,0.5,3.7,0.0,19.0
2,2015-01-01 18:07:07,2015-01-01 18:20:54,2,4.06,-73.95074462890625,40.77928161621094,1,N,-73.99298095703125,40.74110412597656,1,14.0,1.0,0.5,3.0,0.0,18.8
2,2015-01-01 18:07:08,2015-01-01 18:11:00,1,0.6,-73.95752716064453,40.77382278442383,1,N,-73.96398162841797,40.77383804321289,2,4.5,1.0,0.5,0.0,0.0,6.3
1,2015-01-01 18:07:08,2015-01-01 18:24:58,1,2.8,-73.98210906982422,40.74643325805664,1,N,-73.99873352050781,40.714393615722656,1,13.5,0.0,0.5,2.85,0.0,17.15
2,2015-01-01 18:07:08,2015-01-01 18:17:54,1,2.99,-74.01022338867188,40.71223068237305,1,N,-73.98776245117188,40.75004196166992,2,11.0,0.0,0.5,0.0,0.0,11.8
2,2015-01-01 18:07:08,2015-01-01 18:20:19,1,3.0,-73.99153900146483,40.74483108520508,1,N,-73.98418426513672,40.77873992919922,1,12.0,0.0,0.5,2.4,0.0,15.2
1,2015-01-01 18:07:09,2015-01-01 18:15:30,1,0.7,-73.9704818725586,40.76451873779297,1,N,-73.98109436035155,40.76755142211913,1,7.0,0.0,0.5,1.0,0.0,8.8
2,2015-01-01 18:07:09,2015-01-01 18:14:29,4,1.31,-74.00199127197266,40.73486328125,1,N,-73.98930358886719,40.748207092285156,1,7.0,1.0,0.5,1.0,0.0,9.8
1,2015-01-01 18:07:09,2015-01-01 18:15:57,1,2.1,-73.98953247070312,40.751853942871094,1,N,-73.98897552490234,40.77395248413085,1,8.5,0.0,0.5,1.0,0.0,10.3
1,2015-01-01 18:07:09,2015-01-01 18:07:17,1,0.0,-73.96826171875,40.76306533813477,3,N,-73.96822357177734,40.76326370239258,2,20.0,0.0,0.0,0.0,0.0,20.3
2,2015-01-01 18:07:09,2015-01-01 18:12:47,2,1.33,-73.97815704345702,40.76367950439453,1,N,-73.96349334716798,40.774696350097656,1,6.5,1.0,0.5,0.0,0.0,8.3
2,2015-01-01 18:07:10,2015-01-01 18:12:42,1,0.47,-73.98766326904298,40.75006866455078,1,N,-73.98746490478516,40.755821228027344,2,5.5,0.0,0.5,0.0,0.0,6.3
1,2015-01-01 18:07:10,2015-01-01 18:15:25,1,2.1,-73.97257995605469,40.759521484375,1,N,-73.95248413085938,40.78680038452149,2,9.5,0.0,0.5,0.0,0.0,10.3
2,2015-01-01 18:07:10,2015-01-01 18:15:15,1,3.0,-73.95738983154298,40.76155090332031,1,N,-73.98981475830078,40.73850631713867,1,10.5,0.0,0.5,1.0,0.0,12.3
1,2015-01-01 18:07:10,2015-01-01 18:23:49,1,3.5,-73.9808120727539,40.7747802734375,1,N,-73.98978424072266,40.735694885253906,1,14.5,0.0,0.5,3.05,0.0,18.35
2,2015-01-01 18:07:11,2015-01-01 18:17:35,1,2.25,-73.99419403076173,40.72656631469727,1,N,-73.98052215576173,40.75098419189453,2,10.0,0.0,0.5,0.0,0.0,10.8
1,2015-01-01 18:07:11,2015-01-01 18:15:36,1,1.7,-73.9713363647461,40.78261947631836,1,N,-73.9717254638672,40.76385116577149,2,8.5,0.0,0.5,0.0,0.0,9.3
1,2015-01-01 18:07:11,2015-01-01 18:13:48,1,2.0,-73.97122955322266,40.75101852416992,1,N,-73.98977661132812,40.72565078735352,1,8.0,0.0,0.5,1.0,0.0,9.8
1,2015-01-01 18:07:12,2015-01-01 18:18:55,2,3.1,-74.00267028808594,40.719871520996094,1,N,-73.96204376220702,40.71572494506836,1,12.5,0.0,0.5,2.65,0.0,15.95
1,2015-01-01 18:07:12,2015-01-01 18:25:51,1,4.1,-74.00273132324219,40.73440933227539,1,N,-73.9560317993164,40.769695281982415,1,16.5,0.0,0.5,3.45,0.0,20.75
2,2015-01-01 18:07:13,2015-01-01 18:26:12,6,5.23,-74.00936889648438,40.70452880859375,1,N,-73.986328125,40.76084518432617,1,18.5,0.0,0.5,3.0,0.0,22.3
1,2015-01-01 18:07:13,2015-01-01 18:15:53,1,1.8,-73.98155212402342,40.73271942138672,1,N,-74.0062026977539,40.73162460327149,2,8.0,0.0,0.5,0.0,0.0,8.8
1,2015-01-01 18:07:13,2015-01-01 18:21:15,1,3.3,-73.97583770751955,40.728530883789055,1,N,-73.99571228027342,40.75930786132813,1,13.5,0.0,0.5,2.0,0.0,16.3
2,2015-01-01 18:07:13,2015-01-01 18:12:47,2,1.49,-73.96277618408203,40.75822830200195,1,N,-73.94744873046875,40.77128219604492,2,7.0,0.0,0.5,0.0,0.0,7.8
1,2015-01-01 18:07:13,2015-01-01 18:14:14,2,0.7,-73.99414825439453,40.7517204284668,1,N,-73.98799133300781,40.75975036621094,2,6.0,0.0,0.5,0.0,0.0,6.8
1,2015-01-01 18:07:13,2015-01-01 18:24:04,1,3.7,-73.95217895507811,40.78059005737305,1,N,-73.99281311035155,40.75287628173828,1,15.0,0.0,0.5,3.15,0.0,18.95
2,2015-01-01 18:07:14,2015-01-01 18:14:41,1,1.7,-74.0061264038086,40.73089599609375,1,N,-74.0076446533203,40.71126556396485,1,8.0,0.0,0.5,1.6,0.0,10.4
2,2015-01-01 18:07:14,2015-01-01 18:17:55,2,2.33,-73.9908447265625,40.73412704467773,1,N,-73.96812438964845,40.75667572021485,2,10.0,0.0,0.5,0.0,0.0,10.8
2,2015-01-01 18:07:15,2015-01-01 18:20:26,1,3.18,-73.9660873413086,40.79433059692383,1,N,-73.93566131591797,40.821941375732415,1,12.5,1.0,0.5,2.7,0.0,17.0
1,2015-01-01 18:07:15,2015-01-01 18:34:05,2,10.2,-73.87130737304686,40.77364730834961,1,N,-73.97525787353516,40.765296936035156,1,32.5,0.0,0.5,7.7,5.33,46.33
1,2015-01-01 18:07:15,2015-01-01 18:16:17,2,1.8,-73.9926528930664,40.73062515258789,1,N,-74.00633239746094,40.74370574951172,1,8.0,0.0,0.5,1.75,0.0,10.55
2,2015-01-01 18:07:15,2015-01-01 18:18:55,2,0.81,-73.97247314453125,40.765830993652344,1,N,-73.97985076904298,40.75518035888672,2,8.5,0.0,0.5,0.0,0.0,9.3
2,2015-01-01 18:07:15,2015-01-01 18:17:04,2,3.24,-73.94798278808595,40.77051544189453,1,N,-73.98509979248048,40.74456024169922,1,12.0,0.0,0.5,2.4,0.0,15.2
2,2015-01-01 18:07:15,2015-01-01 18:11:14,6,0.95,-73.94582366943358,40.77787399291992,1,N,-73.95460510253906,40.765640258789055,1,5.5,0.0,0.5,1.1,0.0,7.4
2,2015-01-01 18:07:16,2015-01-01 18:23:03,1,3.61,-73.94464111328125,40.80324935913085,1,N,-73.98117065429686,40.76525115966797,1,14.5,0.0,0.5,2.9,0.0,18.2
1,2015-01-01 18:07:16,2015-01-01 18:18:51,1,2.3,-73.99846649169923,40.72307586669922,1,N,-73.98329162597656,40.75046920776367,2,10.5,0.0,0.5,0.0,0.0,11.3
1,2015-01-01 18:07:16,2015-01-01 18:22:01,2,3.6,-73.98918151855469,40.76126098632813,1,N,-73.96501922607422,40.80341339111328,2,14.0,0.0,0.5,0.0,0.0,14.8
1,2015-01-01 18:07:16,2015-01-01 18:15:41,1,1.9,-73.87428283691406,40.75111770629883,1,N,-73.8965835571289,40.76018905639648,2,8.0,0.0,0.5,0.0,0.0,8.8
1,2015-01-01 18:07:17,2015-01-01 18:14:54,1,1.6,-73.99345397949219,40.75747299194336,1,N,-73.98046875,40.74333572387695,1,7.5,0.0,0.5,1.65,0.0,9.95
2,2015-01-01 18:07:17,2015-01-01 18:10:49,4,1.03,-73.96658325195312,40.79407501220703,1,N,-73.9787368774414,40.78788375854492,2,5.5,0.0,0.5,0.0,0.0,6.3
2,2015-01-01 18:07:17,2015-01-01 18:18:08,5,2.21,-73.97831726074219,40.78306579589844,1,N,-73.96295166015625,40.76572036743164,2,10.0,0.0,0.5,0.0,0.0,10.8
1,2015-01-01 18:07:17,2015-01-01 18:18:04,1,0.6,-73.97368621826173,40.763126373291016,1,N,-73.97872161865234,40.75667572021485,1,7.5,0.0,0.5,2.45,0.0,10.75
2,2015-01-01 18:07:17,2015-01-01 18:13:51,1,1.05,-73.95401000976562,40.77061462402344,1,N,-73.96500396728516,40.762508392333984,1,6.5,0.0,0.5,0.88,0.0,8.18
1,2015-01-01 18:07:17,2015-01-01 18:27:17,2,2.8,-73.95572662353516,40.77267456054688,1,N,-73.99067687988281,40.75698852539063,1,14.7,0.0,0.5,4.65,0.0,20.15
2,2015-01-01 18:07:18,2015-01-01 18:19:54,1,2.18,-73.99660491943358,40.75296020507813,1,N,-73.97539520263672,40.76557540893555,2,10.5,0.0,0.5,0.0,0.0,11.3
2,2015-01-01 18:07:18,2015-01-01 18:19:38,4,2.27,-73.97777557373048,40.752307891845696,1,N,-74.00053405761719,40.7345085144043,1,10.5,0.0,0.5,2.1,0.0,13.4
2,2015-01-01 18:07:18,2015-01-01 18:17:59,2,2.47,-73.99243927001955,40.74979782104492,1,N,-73.97509002685547,40.72997283935547,1,10.5,0.0,0.5,2.62,0.0,13.92
2,2015-01-01 18:07:19,2015-01-01 18:15:57,1,1.54,-73.98231506347656,40.7738151550293,1,N,-73.99236297607422,40.75900268554688,1,8.0,0.0,0.5,1.6,0.0,10.4
2,2015-01-01 18:07:19,2015-01-01 18:28:46,1,9.71,-73.87091064453125,40.77373123168945,1,N,-73.9901351928711,40.71259307861328,2,29.0,0.0,0.5,0.0,0.0,29.8
2,2015-01-01 18:07:19,2015-01-01 18:14:15,1,0.67,-73.97219848632812,40.762020111083984,1,N,-73.96154022216798,40.75885772705078,1,6.0,1.0,0.5,1.4,0.0,9.2
1,2015-01-01 18:07:20,2015-01-01 18:25:02,1,3.8,-73.99103546142578,40.75613784790039,1,N,-73.98726654052734,40.72044372558594,1,15.5,0.0,0.5,1.0,0.0,17.3
2,2015-01-01 18:07:20,2015-01-01 18:24:06,1,1.15,-73.9678192138672,40.755958557128906,1,N,-73.98479461669923,40.762859344482415,2,11.0,1.0,0.5,0.0,0.0,12.8
1,2015-01-01 18:07:20,2015-01-01 18:18:01,1,1.4,-73.97928619384766,40.76197814941406,1,N,-73.97752380371094,40.75214385986328,2,8.5,0.0,0.5,0.0,0.0,9.3
2,2015-01-01 18:07:20,2015-01-01 18:23:51,1,3.8,-73.97547149658203,40.76152038574219,1,N,-73.99178314208984,40.717681884765625,2,14.5,0.0,0.5,0.0,0.0,15.3
2,2015-01-01 18:07:21,2015-01-01 18:15:48,2,1.53,-73.9811248779297,40.781776428222656,1,N,-73.9692153930664,40.80025863647461,2,8.5,1.0,0.5,0.0,0.0,10.3
2,2015-01-01 18:07:21,2015-01-01 18:12:11,1,0.93,-73.98201751708984,40.77278137207031,1,N,-73.97836303710938,40.784950256347656,1,5.5,0.0,0.5,1.0,0.0,7.3
1,2015-01-01 18:07:21,2015-01-01 18:16:10,4,1.3,-74.00755310058594,40.74087142944336,1,N,-73.99651336669923,40.73213577270508,2,7.5,0.0,0.5,0.0,0.0,8.3
2,2015-01-01 18:07:22,2015-01-01 18:12:44,1,1.1,-73.98248291015625,40.77427291870117,1,N,-73.99172210693358,40.76214218139648,1,6.0,0.0,0.5,1.2,0.0,8.0
1,2015-01-01 18:07:22,2015-01-01 18:12:57,2,1.5,-73.97463989257811,40.76339721679688,1,N,-73.97417449951173,40.77862548828125,1,6.2,0.0,0.5,1.4,0.0,8.4
1,2015-01-01 18:07:22,2015-01-01 18:17:24,1,1.1,-73.99774932861328,40.72410583496094,1,N,-73.98801422119139,40.72001266479492,2,8.0,0.0,0.5,0.0,0.0,8.8
1,2015-01-01 18:07:22,2015-01-01 18:26:43,1,5.9,-73.95795440673827,40.72163009643555,1,N,-73.96952056884766,40.753509521484375,1,20.5,0.0,0.5,2.0,0.0,23.3
1,2015-01-01 18:07:22,2015-01-01 18:12:28,2,0.8,-73.98711395263672,40.73932266235352,1,N,-73.98635864257811,40.73130416870117,1,5.2,0.0,0.5,2.0,0.0,8.0
2,2015-01-01 18:07:23,2015-01-01 18:14:32,1,1.39,-73.9749984741211,40.75962448120117,1,N,-73.96021270751955,40.7714958190918,1,7.0,0.0,0.5,1.4,0.0,9.2
2,2015-01-01 18:07:23,2015-01-01 18:11:45,1,0.69,-73.97073364257811,40.79866409301758,1,N,-73.96942138671875,40.792156219482415,2,5.0,0.0,0.5,0.0,0.0,5.8
1,2015-01-01 18:07:23,2015-01-01 18:19:11,1,4.4,-73.86587524414062,40.77088165283203,1,N,-73.92947387695312,40.75577163696289,1,14.2,0.0,0.5,4.5,0.0,19.5
2,2015-01-01 18:07:23,2015-01-01 18:11:24,1,0.48,-73.98382568359375,40.74371337890625,1,N,-73.99105072021484,40.74579620361328,2,4.5,0.0,0.5,0.0,0.0,5.3
1,2015-01-01 18:07:24,2015-01-01 18:23:15,1,8.0,-73.87082672119139,40.773681640625,1,N,-73.94824981689453,40.7781639099121,2,23.5,0.0,0.5,0.0,5.33,29.63
1,2015-01-01 18:07:24,2015-01-01 18:10:21,1,0.4,-73.97174072265625,40.79434585571289,1,N,-73.96739959716798,40.79500961303711,1,3.7,0.0,0.5,1.12,0.0,5.62
2,2015-01-01 18:07:24,2015-01-01 18:10:57,4,0.76,-73.97787475585938,40.75737380981445,1,N,-73.98464965820312,40.74814224243164,1,5.0,0.0,0.5,0.0,0.0,5.8
1,2015-01-01 18:07:24,2015-01-01 18:20:37,1,1.7,-73.9851837158203,40.74612808227539,1,N,-73.97965240478516,40.76512908935547,2,10.0,0.0,0.5,0.0,0.0,10.8
1,2015-01-01 18:07:24,2015-01-01 18:18:53,2,3.0,-73.99005126953125,40.752235412597656,1,N,-73.95756530761719,40.78253555297852,2,11.5,0.0,0.5,0.0,0.0,12.3
2,2015-01-01 18:07:24,2015-01-01 18:14:03,2,2.4,-73.96452331542969,40.76028060913085,1,N,-73.95656585693358,40.74771118164063,2,9.0,0.0,0.5,0.0,0.0,9.8
1,2015-01-01 18:07:24,2015-01-01 18:15:46,1,4.9,-73.96027374267578,40.7618522644043,1,N,-73.99356079101562,40.70999526977539,2,15.0,0.0,0.5,0.0,0.0,15.8
1,2015-01-01 18:07:24,2015-01-01 18:13:47,1,0.9,-73.98222351074219,40.77400207519531,1,N,-73.9823989868164,40.76332473754883,1,6.0,0.0,0.5,1.0,0.0,7.8
2,2015-01-01 18:07:24,2015-01-01 18:26:56,3,4.51,-73.94300842285155,40.78984832763672,1,N,-73.99312591552734,40.76123046875,1,16.5,1.0,0.5,3.0,0.0,21.3
2,2015-01-01 18:07:24,2015-01-01 18:28:05,1,1.2,-73.98194122314453,40.768028259277344,1,N,-73.9797134399414,40.755619049072266,1,13.0,0.0,0.5,0.0,0.0,13.8
1,2015-01-01 18:07:25,2015-01-01 18:17:30,1,2.4,-73.98210906982422,40.771480560302734,1,N,-73.95578765869139,40.78616714477539,1,10.5,0.0,0.5,2.0,0.0,13.3
2,2015-01-01 18:07:26,2015-01-01 18:14:41,1,0.99,-73.96485900878906,40.76002883911133,1,N,-73.97197723388672,40.760475158691406,2,6.5,1.0,0.5,0.0,0.0,8.3
