u,v,length
42429220,42429217,176.379
42429220,42429222,176.746
42429220,42453349,99.064
42429222,42431242,117.052
42429222,42431234,98.618
42429222,42429226,131.2
42429222,42429220,176.746
42429226,42453354,108.988
42429226,5071822871,22.925
42429226,42437925,104.245
42429226,42429222,131.2
42429228,42449593,190.884
42429228,42429231,92.843
42429228,5071822871,85.6
42429231,42429236,86.433
42429231,42429228,92.843
42429236,42429960,101.754
42429236,42429242,96.467
42429236,42429231,86.433
42429242,42454553,66.147
42429242,42429244,85.924
42429242,42429236,96.467
42429244,1544809886,54.246
42429244,42446231,42.403
42429244,42429242,85.924
42429255,42427507,81.483
42429287,1544782730,11.51
42429314,42449187,86.683
42429314,42429324,155.161
42429324,42429314,155.161
42429324,596776164,144.946
42429324,42446041,85.663
42429330,596776164,17.31
42429330,42454192,85.677
42429330,42429334,147.66
42429334,42429338,154.927
42429334,42429330,147.66
42429334,42447132,87.312
42429338,42429340,215.616
42429338,42429334,154.927
42429338,42450030,85.058
42429340,42429338,215.616
42429340,42429342,228.246
42429340,42443037,87.48
42429342,42454196,84.498
42429342,42429340,228.246
42429342,42428037,217.186
42429348,42428037,225.911
42429348,42451773,85.68
42429348,42451766,87.606
42429353,42427249,49.665
42429354,6262915548,87.269
42429354,42429353,103.852
42429373,42429374,310.553
42429373,42439070,81.265
42429374,42429375,273.112
42429374,42430253,87.862
42429375,42429378,211.924
42429375,42439073,80.7
42429378,42432214,77.073
42429378,42432211,74.912
42429388,42432214,37.844
42429390,6211332483,68.153
42429390,42436431,129.925
42429394,42436431,69.152
42429394,42429390,139.035
42429412,42454325,88.801
42429412,42431154,81.753
42429412,42429431,116.835
42429431,42431156,84.398
42429452,42429457,139.25
42429452,42442723,80.47
42429452,42442722,79.751
42429457,42429466,134.057
42429457,42454611,82.601
42429457,42455245,80.678
42429466,42429474,116.679
42429466,42433046,82.683
42429466,42433044,80.776
42429474,42428994,12.31
42429474,42449627,82.382
42429479,42449804,104.911
42429504,42429507,28.233
42429504,1251958257,52.983
42429507,2824895141,54.473
42429521,42433715,81.377
42429521,42433718,142.302
42429530,42446190,155.692
42429530,42438235,82.023
42429532,42429530,302.279
42429532,42434110,77.938
42429536,2141026534,15.288
42429536,42438240,80.29
42429538,42429536,266.128
42429538,42434113,79.663
42429538,42435825,81.694
42429541,42428876,268.054
42429541,42424701,73.948
42429541,42434105,80.124
42429541,42438228,77.406
42429552,42443817,157.054
42429552,42435207,78.369
42429557,42441895,81.144
42429557,42431107,173.343
42429562,42449597,72.99
42429562,42429563,125.665
42429563,42430007,69.445
42429563,42429565,117.792
42429565,42429570,161.672
42429565,42430009,69.767
42429570,246858435,28.598
42429570,42429565,161.672
42429570,42449613,135.586
42429595,3588508439,80.995
42429595,42446849,60.514
42429595,42429630,32.773
42429630,42429595,32.773
42429630,42446800,23.373
42429630,42429633,104.53
42429633,42445291,164.939
42429633,42446849,172.526
42429633,42429630,104.53
42429636,42451650,17.601
42429636,7480410410,126.653
42429641,3212472963,69.585
42429641,42429643,141.075
42429643,42429644,109.186
42429643,42437996,69.475
42429643,42451660,79.208
42429644,42432108,69.62
42429644,486867405,99.796
42429645,42429646,143.758
42429645,42429756,77.552
42429646,42429647,137.611
42429646,42437111,77.246
42429647,42432057,69.47
42429647,1918039876,141.298
42429657,42428174,160.907
42429657,42439272,75.126
42429659,42429657,309.394
42429659,42430263,73.961
42429661,42429659,274.039
42429661,42439275,74.349
42429662,42429661,273.564
42429662,42435610,74.694
42429663,9657487789,9.79
42429663,42439280,74.797
42429664,42429663,269.704
42429664,42454381,74.252
42429680,42429682,154.015
42429680,42455693,79.139
42429682,596776009,146.278
42429682,42445227,80.282
42429685,42429688,147.409
42429685,42445230,81.192
42429688,42429690,153.601
42429688,42447076,79.195
42429690,42429693,215.313
42429690,42445236,80.967
42429693,42429694,231.141
42429693,42443000,79.29
42429694,42428003,215.343
42429694,42445247,81.404
42429700,42430231,19.548
42429701,42429700,167.825
42429701,42431777,26.017
42429703,42429704,173.699
42429703,42444880,120.291
42429703,42444884,82.764
42429704,1544809885,13.078
42429704,42429703,173.699
42429704,42429255,85.49
42429705,42429707,117.522
42429705,42434372,85.027
42429705,1544809885,90.042
42429707,42429705,117.522
42429707,42429708,86.689
42429708,42454538,162.741
42429708,42429709,122.554
42429708,42429707,86.689
42429709,42432882,120.182
42429709,42429708,122.554
42429727,42445215,79.717
42429727,2099150501,150.385
42429735,42432905,93.679
42429735,4163940359,204.392
42429735,42432900,93.723
42429741,42429735,61.963
42429741,42435775,80.013
42429741,42435785,79.575
42429744,42429741,140.041
42429744,42445219,79.934
42429744,42447330,79.569
42429747,42429744,133.763
42429747,42440131,79.378
42429747,42440125,79.695
42429752,1773076511,9.949
42429752,42430030,80.643
42429752,1773076513,47.305
42429754,486869282,16.674
42429754,42432085,100.32
42429754,486867432,69.467
42429756,42437111,144.262
42429756,486869282,70.507
42429762,486868830,16.888
42429762,486867490,43.142
42429766,486868830,43.474
42429766,42437106,143.769
42429769,42429766,68.231
42429769,486867459,17.284
42429773,42429769,74.069
42429773,486867513,17.397
42429773,42437084,143.81
42429782,42437082,143.813
42429782,42429773,71.696
42429806,42435534,57.58
42429806,5173594703,75.015
42429809,4300940094,37.052
42429809,42435538,64.283
42429811,42429809,77.247
42429812,42429811,78.544
42429812,42435544,64.363
42429812,42437118,131.691
42429814,42429812,149.563
42429819,42435553,64.766
42429819,42429814,77.035
42429825,42439371,93.834
42429825,42440144,45.628
42429825,42440138,40.106
42429829,42429830,50.951
42429830,42429832,125.449
42429830,42452817,70.727
42429832,42429833,102.611
42429832,42430557,67.285
42429833,42436326,37.785
42429838,42428371,114.176
42429838,42434410,55.604
42429840,42434420,52.216
42429840,42429838,131.752
42429842,42429840,163.354
42429842,42444414,70.808
42429844,42429842,75.908
42429844,42454798,85.843
42429844,42453902,73.194
42429874,42429876,154.278
42429874,7372860100,22.446
42429876,42445885,78.73
42429876,4597668032,151.199
42429888,42454522,78.616
42429888,42429890,150.433
42429890,42429896,154.755
42429890,2302133933,78.623
42429896,42449918,78.389
42429896,42429900,214.489
42429900,42429910,128.951
42429900,42442891,77.829
42429910,42429918,100.506
42429910,42429900,128.951
42429918,42446293,157.401
42429918,42429910,100.506
42429946,42458728,183.47
42429946,42454538,81.563
42429960,42439432,80.722
42429960,42454553,84.688
42429970,42456683,79.418
42429971,42429970,154.594
42429971,42431650,79.718
42429974,596775998,17.482
42429974,42431652,79.697
42429976,42429974,147.373
42429976,42447030,79.579
42429980,42429976,154.999
42429980,42431656,79.444
42429981,42429980,215.948
42429981,42442963,78.934
42429986,42431661,78.264
42429986,6744466013,138.817
42429999,42442417,79.706
42430004,2821304138,156.36
42430004,42429562,70.39
42430007,42430004,128.077
42430007,42454401,68.865
42430009,42430007,94.565
42430009,272194254,76.934
42430022,42430023,25.445
42430023,42430022,25.445
42430023,42427164,79.212
42430030,42430034,72.309
42430030,42429752,80.643
42430030,42442230,79.181
42430034,42430038,76.033
42430034,42430030,72.309
42430034,42432178,82.906
42430038,42430041,75.918
42430038,42430034,76.033
42430038,5159433792,90.432
42430041,42430038,75.918
42430041,42430044,35.739
42430041,42442247,99.366
42430044,42430041,35.739
42430044,42432165,67.242
42430050,42439553,80.193
42430052,42430050,153.822
42430052,42446013,81.046
42430056,596776046,17.565
42430056,42454691,80.799
42430060,42430056,147.354
42430060,42439559,80.991
42430063,42430060,155.036
42430063,42450009,80.596
42430068,42430063,215.898
42430068,42439563,81.822
42430075,42430068,228.088
42430075,42454701,79.231
42430102,592484776,72.737
42430102,42430154,44.2
42430108,42424864,101.908
42430115,4143851144,9.075
42430115,42430118,82.053
42430118,42430122,93.143
42430118,42453773,94.727
42430122,42447249,80.812
42430122,42430126,86.986
42430126,42430131,43.009
42430126,42440829,95.449
42430126,42447246,128.613
42430131,42438779,50.723
42430131,4143859865,76.899
42430136,5216470727,89.638
42430143,42432127,58.795
42430143,42423456,113.575
42430143,42430147,63.476
42430147,42430108,17.328
42430147,42430154,155.898
42430154,42430160,85.787
42430154,42439527,63.343
42430160,42445574,163.765
42430160,42430164,82.307
42430164,42430167,82.218
42430164,42439345,178.338
42430167,5151708184,8.261
42430187,42436848,124.403
42430187,42431517,135.628
42430187,1692433938,107.612
42430187,42430205,96.82
42430205,42430217,61.937
42430217,42430231,81.271
42430231,1692433941,135.549
42430231,42430233,77.325
42430233,1692433942,140.908
42430233,42430235,77.892
42430235,42433282,64.472
42430235,42430237,93.589
42430237,42432191,46.586
42430237,42437951,154.787
42430237,42421889,60.936
42430241,42430247,77.009
42430241,42430857,308.551
42430247,42430828,274.019
42430247,42430249,81.497
42430249,42429374,80.806
42430249,42439070,308.953
42430253,42430255,86.971
42430253,42440710,309.337
42430253,42439823,273.846
42430255,42430257,81.35
42430255,42439826,274.484
42430257,42430259,74.473
42430257,42449333,310.328
42430259,42429659,74.668
42430259,42439275,273.928
42430263,42439834,274.032
42430263,42427371,74.631
42430265,42439836,273.623
42430265,42430269,78.157
42430269,42430271,86.054
42430269,42434268,309.019
42430271,42427423,83.588
42430271,42437881,309.193
42430271,42437890,273.814
42430274,42439840,273.638
42430274,42430277,79.03
42430277,42430279,77.961
42430277,42429874,310.47
42430279,42434807,274.148
42430279,42430282,78.385
42430282,42427797,79.464
42430282,42428223,170.439
42430288,42428227,110.237
42430288,42430292,78.978
42430292,42430295,78.426
42430292,42435422,274.898
42430295,42430298,78.444
42430295,6223969260,47.922
42430298,42430304,86.11
42430298,4461990857,276.75
42430304,42437644,308.074
42430304,42437654,276.798
42430304,42430308,82.607
42430308,42430311,80.262
42430308,42428253,51.407
42430311,42452973,309.579
42430311,42430314,76.885
42430314,42428264,108.921
42430314,42430317,78.464
42430317,42430320,79.876
42430317,42433604,310.439
42430320,42428272,153.426
42430320,42430324,77.922
42430324,42446488,309.922
42430324,42430329,78.274
42430329,42428283,200.157
42430329,42430333,84.197
42430333,42430338,85.722
42430333,42428287,222.635
42430333,42437358,312.018
42430338,42430342,79.573
42430338,42439981,273.144
42430342,42443556,310.761
42430342,42430344,79.751
42430344,42430347,78.908
42430344,42428297,272.138
42430347,42434072,310.957
42430347,42430350,79.519
42430350,42439994,272.918
42430350,42430352,79.785
42430352,42443528,311.381
42430352,42430356,79.922
42430356,42430358,80.868
42430356,42432585,272.077
42430358,42440153,310.288
42430358,42430361,77.921
42430361,42430363,80.202
42430361,42440004,273.204
42430363,42430367,78.363
42430363,42446353,310.602
42430367,42440012,272.959
42430367,42430371,79.401
42430371,42450426,310.664
42430371,42430375,81.574
42430375,42440020,272.759
42430375,42430378,77.413
42430378,42430384,85.891
42430378,42431544,310.558
42430384,42440022,273.721
42430384,42430390,86.183
42430384,42432818,310.174
42430390,42427764,247.377
42430390,42430394,84.757
42430394,4347534767,250.979
42430394,42423674,273.09
42430468,42448563,190.755
42430474,42434905,79.861
42430474,42425127,154.271
42430477,42434894,79.576
42430477,596776224,25.399
42430479,42430477,142.729
42430479,42438949,79.777
42430482,42430485,214.496
42430482,42430479,155.435
42430482,42434898,80.828
42430485,42438971,77.932
42430485,42430488,229.982
42430488,5749215967,248.154
42430488,42434910,80.147
42430519,42430521,45.932
42430519,5812723036,62.929
42430521,42430529,88.182
42430521,42430571,98.351
42430529,42429833,35.134
42430535,4561384853,35.561
42430535,42430540,69.856
42430535,9121386338,57.017
42430540,42430535,69.856
42430540,42428405,139.87
42430550,4754091366,50.269
42430550,42429830,68.126
42430557,42430550,125.457
42430557,42445357,75.255
42430571,42430529,39.93
42430571,42430557,72.314
42430589,246580466,80.418
42430589,246580736,95.14
42430589,42437914,273.079
42430594,5730369220,9.391
42430597,42445310,273.923
42430597,42430594,77.938
42430600,42434827,228.911
42430600,42430597,77.728
42430603,42438674,274.116
42430603,42430600,79.624
42430607,42427824,79.804
42430607,42437693,273.996
42430629,42430607,234.467
42430633,3270031002,140.288
42430633,42430629,84.467
42430633,42437678,272.217
42430633,42430639,84.575
42430639,42430643,77.774
42430639,42430633,84.575
42430643,3270031031,106.645
42430643,42430639,77.774
42430643,42430646,78.575
42430646,42430643,78.575
42430646,42430651,79.087
42430651,593839894,78.257
42430651,42433644,271.61
42430651,42430646,79.087
42430664,9019680390,14.131
42430664,593839894,78.884
42430664,42448996,267.119
42430669,42430664,78.983
42430669,42453545,268.109
42430673,9019680388,10.304
42430673,62915549,258.156
42430673,42430669,86.446
42430677,7280430895,7.316
42430677,62915525,238.833
42430680,42443563,271.701
42430680,42430677,79.353
42430685,62915527,200.198
42430685,42430680,79.334
42430688,42430685,79.474
42430688,42455761,272.165
42430691,62915531,198.476
42430691,42430688,79.442
42430694,42443534,271.981
42430694,42430691,79.659
42430698,62915536,198.438
42430698,42430694,80.011
42430704,42440170,272.036
42430704,42430698,79.872
42430707,42430704,78.639
42430707,61275601,198.966
42430713,42430707,80.73
42430713,42446363,272.598
42430722,42430713,78.764
42430736,42450434,271.976
42430736,42430722,78.544
42430739,42430736,81.888
42430739,247123611,194.033
42430742,42431563,272.84
42430742,42430739,77.856
42430745,7443621689,209.093
42430745,42430747,84.772
42430745,42455643,273.263
42430745,42430742,86.477
42430747,42450352,265.055
42430747,42450341,275.146
42430747,42430749,79.813
42430747,42430745,84.772
42430749,2061592973,79.57
42430749,42430747,79.813
42430749,4682935360,127.211
42430761,42431519,112.623
42430761,8648032268,18.221
42430770,42436377,186.206
42430770,42431524,35.338
42430770,42430761,104.17
42430782,42431528,34.531
42430782,42430770,48.246
42430791,42431785,99.826
42430791,42430782,49.671
42430796,42431273,104.224
42430796,42430791,92.522
42430803,5837088104,87.168
42430805,42430803,46.371
42430805,42431802,123.567
42430805,42433822,32.419
42430811,42433264,86.215
42430811,4320028826,73.609
42430813,42452598,102.025
42430813,42430811,89.783
42430818,42433269,45.867
42430818,42430813,55.432
42430824,42432201,70.916
42430824,42430818,31.523
42430828,11062719791,16.541
42430828,42432205,70.075
42430828,42432201,81.512
42430848,42457311,37.165
42430848,42440280,46.577
42430857,42430861,163.231
42430857,42421877,74.706
42430861,42428480,226.52
42430861,42455026,76.015
42430872,42430886,125.685
42430872,42453104,77.047
42430886,3892037906,148.943
42430886,42449886,76.442
42430886,42449017,74.479
42430898,42430903,228.557
42430898,42442857,74.779
42430903,42430914,213.486
42430903,42454994,75.432
42430914,42430924,223.964
42430914,42449023,74.42
42430914,42454997,76.246
42430924,42430938,227.645
42430924,42430914,223.964
42430924,42455007,76.4
42430924,42449027,74.338
42430938,42430924,227.645
42430938,42421828,127.633
42430938,42455013,75.056
42430938,42449029,75.611
42430942,42449038,75.5
42430942,274342024,63.775
42430942,42421828,101.45
