index,osmid,y,x,street_count,highway,ref,geometry
1212,1773084391,40.7252198,-73.9921355,3,,,POINT (-73.9921355 40.7252198)
1213,1773084402,40.7270946,-73.9915448,5,traffic_signals,,POINT (-73.9915448 40.7270946)
1214,1773084405,40.7263628,-73.9917292,4,traffic_signals,,POINT (-73.9917292 40.7263628)
1215,1773084407,40.725616,-73.9919947,4,,,POINT (-73.9919947 40.725616)
1216,1773084410,40.7248647,-73.9922618,4,traffic_signals,,POINT (-73.9922618 40.7248647)
1217,1773121034,40.7277632,-73.9912281,3,traffic_signals,,POINT (-73.9912281 40.7277632)
1218,1775260897,40.716346,-73.9948041,3,,,POINT (-73.9948041 40.716346)
1219,1918039864,40.7240975,-73.9927155,4,,,POINT (-73.9927155 40.7240975)
1220,1918039869,40.7248879,-73.9949407,4,traffic_signals,,POINT (-73.9949407 40.7248879)
1221,1918039876,40.7231066,-73.9894363,3,,,POINT (-73.9894363 40.7231066)
1222,1918039877,40.7235954,-73.9910678,4,,,POINT (-73.9910678 40.7235954)
1223,1918039880,40.7251622,-73.9958807,4,traffic_signals,,POINT (-73.9958807 40.7251622)
1224,1918039896,40.7233601,-73.9902946,4,,,POINT (-73.9902946 40.7233601)
1225,1918039897,40.7250344,-73.9953692,4,traffic_signals,,POINT (-73.9953692 40.7250344)
1226,1918039898,40.7243691,-73.9934855,4,traffic_signals,,POINT (-73.9934855 40.7243691)
1227,1918039901,40.7246266,-73.994208,4,traffic_signals,,POINT (-73.994208 40.7246266)
1228,1918039904,40.7240472,-73.9925524,4,,,POINT (-73.9925524 40.7240472)
1229,1919595910,40.7216715,-73.9847057,4,,,POINT (-73.9847057 40.7216715)
1230,1919595911,40.7224119,-73.9871601,4,traffic_signals,,POINT (-73.9871601 40.7224119)
1231,1919595912,40.7211632,-73.9830269,4,traffic_signals,,POINT (-73.9830269 40.7211632)
1232,1919595914,40.7226441,-73.9879176,4,,,POINT (-73.9879176 40.7226441)
1233,1919595915,40.7253844,-73.9968134,4,traffic_signals,,POINT (-73.9968134 40.7253844)
1234,1919595917,40.726118,-73.998407,4,traffic_signals,,POINT (-73.998407 40.726118)
1235,1919595918,40.7272378,-74.0006749,4,traffic_signals,,POINT (-74.0006749 40.7272378)
1236,1919595921,40.7214151,-73.9838696,4,traffic_signals,,POINT (-73.9838696 40.7214151)
1237,1919595922,40.7207645,-73.9812727,4,traffic_signals,,POINT (-73.9812727 40.7207645)
1238,1919595923,40.7209056,-73.9821814,4,,,POINT (-73.9821814 40.7209056)
1239,1919595924,40.7219214,-73.9855447,4,,,POINT (-73.9855447 40.7219214)
1240,1919595925,40.7257539,-73.9976695,4,traffic_signals,,POINT (-73.9976695 40.7257539)
1241,1919595926,40.7264932,-73.9991668,4,,,POINT (-73.9991668 40.7264932)
1242,1919595927,40.7276175,-74.0014439,4,traffic_signals,,POINT (-74.0014439 40.7276175)
1243,1919595928,40.7279861,-74.0021905,4,traffic_signals,,POINT (-74.0021905 40.7279861)
1244,1989931095,40.7262553,-73.9726487,1,,,POINT (-73.9726487 40.7262553)
1245,2302133933,40.7407867,-73.9838144,3,traffic_signals,,POINT (-73.9838144 40.7407867)
1246,2324482224,40.725685,-73.980768,3,traffic_signals,,POINT (-73.980768 40.725685)
1247,2567558468,40.7139132,-73.9941658,1,,,POINT (-73.9941658 40.7139132)
1248,2567558915,40.7158403,-73.9941372,1,,,POINT (-73.9941372 40.7158403)
1249,2821304136,40.713618,-74.006753,3,traffic_signals,,POINT (-74.006753 40.713618)
1250,2821304137,40.7130447,-74.0072254,3,traffic_signals,,POINT (-74.0072254 40.7130447)
1251,3212472843,40.7191808,-73.9905372,4,,,POINT (-73.9905372 40.7191808)
1252,3212472963,40.7162541,-73.9920566,3,traffic_signals,,POINT (-73.9920566 40.7162541)
1253,3430331121,40.7381901,-73.9795551,1,turning_circle,,POINT (-73.9795551 40.7381901)
1254,3430331122,40.7378834,-73.9788226,1,turning_circle,,POINT (-73.9788226 40.7378834)
1255,3567807957,40.7211124,-74.0065788,3,traffic_signals,,POINT (-74.0065788 40.7211124)
1256,3584752508,40.7314143,-73.996976,3,traffic_signals,,POINT (-73.996976 40.7314143)
1257,3588508439,40.7154577,-74.0146395,3,crossing,,POINT (-74.0146395 40.7154577)
1258,3624790934,40.726752,-73.973799,3,stop,,POINT (-73.973799 40.726752)
1259,3630219668,40.717928,-73.9856527,3,traffic_signals,,POINT (-73.9856527 40.717928)
1260,3630249566,40.7176161,-73.9858243,3,traffic_signals,,POINT (-73.9858243 40.7176161)
1261,3639382767,40.7508732,-73.97867,4,traffic_signals,,POINT (-73.97867 40.7508732)
1262,3639382768,40.7508231,-73.9787456,3,crossing,,POINT (-73.9787456 40.7508231)
1263,3670609093,40.7199847,-73.9836452,4,,,POINT (-73.9836452 40.7199847)
1264,3783071109,40.721278,-73.9829678,3,,,POINT (-73.9829678 40.721278)
1265,3783071112,40.7210194,-73.9821197,3,,,POINT (-73.9821197 40.7210194)
1266,3785707059,40.7155363,-73.9788947,3,,,POINT (-73.9788947 40.7155363)
1267,3786901738,40.7463887,-73.9817513,4,,,POINT (-73.9817513 40.7463887)
1268,3786901743,40.7470595,-73.9812534,4,traffic_signals,,POINT (-73.9812534 40.7470595)
1269,3788379733,40.721888,-74.0053637,4,traffic_signals,,POINT (-74.0053637 40.721888)
1270,3831856757,40.7479653,-73.970531,3,,,POINT (-73.970531 40.7479653)
1271,3834923371,40.747269,-73.9759838,3,,,POINT (-73.9759838 40.747269)
1272,3891963915,40.7279987,-74.0030167,3,,,POINT (-74.0030167 40.7279987)
1273,3892037906,40.7300663,-73.9875129,3,,,POINT (-73.9875129 40.7300663)
1274,4012724171,40.727599,-73.985307,4,traffic_signals,,POINT (-73.985307 40.727599)
1275,4015190382,40.728358,-73.9907799,4,,,POINT (-73.9907799 40.728358)
1276,4133206254,40.742328,-74.0085059,3,,,POINT (-74.0085059 40.742328)
1277,4137021568,40.7204753,-74.006894,3,,,POINT (-74.006894 40.7204753)
1278,4138911201,40.7401138,-73.9822001,3,traffic_signals,,POINT (-73.9822001 40.7401138)
1279,4142105811,40.7240219,-74.0084406,3,,,POINT (-74.0084406 40.7240219)
1280,4142105812,40.7246766,-74.0093172,4,traffic_signals,,POINT (-74.0093172 40.7246766)
1281,4142105813,40.7228854,-74.0067677,3,,,POINT (-74.0067677 40.7228854)
1282,4142105822,40.7236607,-74.0079501,4,traffic_signals,,POINT (-74.0079501 40.7236607)
1283,4143851142,40.7179523,-74.0055874,3,,,POINT (-74.0055874 40.7179523)
1284,4143851144,40.7182558,-74.0052693,4,,,POINT (-74.0052693 40.7182558)
1285,4143859865,40.7217139,-74.0053281,4,,,POINT (-74.0053281 40.7217139)
1286,4143859873,40.7216796,-74.0050647,3,,,POINT (-74.0050647 40.7216796)
1287,4158807592,40.7132906,-73.9982694,3,,,POINT (-73.9982694 40.7132906)
1288,4161568888,40.7310019,-73.974057,4,traffic_signals,,POINT (-73.974057 40.7310019)
1289,4202908174,40.7282339,-74.0023601,3,,,POINT (-74.0023601 40.7282339)
1290,4205565514,40.7413136,-74.0013891,3,,,POINT (-74.0013891 40.7413136)
1291,4205565533,40.7448732,-73.9987872,3,,,POINT (-73.9987872 40.7448732)
1292,4207143418,40.720323,-74.0120513,4,traffic_signals,,POINT (-74.0120513 40.720323)
1293,4207143421,40.7229769,-74.0114958,4,traffic_signals,,POINT (-74.0114958 40.7229769)
1294,4235734223,40.7298108,-73.988692,3,,,POINT (-73.988692 40.7298108)
1295,4235734225,40.729932,-73.9886028,3,,,POINT (-73.9886028 40.729932)
1296,4274141356,40.740344,-73.9731358,4,,,POINT (-73.9731358 40.740344)
1297,4300940094,40.7171005,-73.9826968,3,,,POINT (-73.9826968 40.7171005)
1298,4320028826,40.7337334,-74.0027408,4,,,POINT (-74.0027408 40.7337334)
1299,4321748237,40.7284697,-74.0028017,4,,,POINT (-74.0028017 40.7284697)
1300,4321748238,40.7283741,-74.0028488,4,,,POINT (-74.0028488 40.7283741)
1301,4332491210,40.7227585,-73.9878608,3,,,POINT (-73.9878608 40.7227585)
1302,4375208206,40.7147078,-73.9824653,4,traffic_signals,,POINT (-73.9824653 40.7147078)
1303,4412043541,40.7430812,-73.9722255,3,,,POINT (-73.9722255 40.7430812)
1304,4443775464,40.7496742,-73.9952961,4,traffic_signals,,POINT (-73.9952961 40.7496742)
1305,4443775465,40.7502936,-73.9948451,4,traffic_signals,,POINT (-73.9948451 40.7502936)
1306,4461990857,40.7503422,-73.9910985,3,traffic_signals,,POINT (-73.9910985 40.7503422)
1307,4477147269,40.715825,-73.9948682,4,,,POINT (-73.9948682 40.715825)
1308,4477147270,40.7158789,-73.9950325,3,,,POINT (-73.9950325 40.7158789)
1309,4477147271,40.7155759,-73.9952687,3,,,POINT (-73.9952687 40.7155759)
1310,4478001045,40.7225365,-73.987092,4,traffic_signals,,POINT (-73.987092 40.7225365)
1311,4492821528,40.7384641,-74.0037634,3,,,POINT (-74.0037634 40.7384641)
1312,4506716195,40.7160039,-73.9954452,3,,,POINT (-73.9954452 40.7160039)
1313,4557517549,40.7515002,-73.997716,4,traffic_signals,,POINT (-73.997716 40.7515002)
1314,4557517550,40.7416809,-74.0049194,4,traffic_signals,,POINT (-74.0049194 40.7416809)
1315,4557517552,40.7421252,-74.0045542,3,,,POINT (-74.0045542 40.7421252)
1316,4557517554,40.740988,-74.0054364,4,traffic_signals,,POINT (-74.0054364 40.740988)
1317,4557517555,40.7402804,-74.0059045,4,,,POINT (-74.0059045 40.7402804)
1318,4561384853,40.7139735,-74.0030237,3,traffic_signals,,POINT (-74.0030237 40.7139735)
1319,4597668020,40.7458228,-73.9823245,4,traffic_signals,,POINT (-73.9823245 40.7458228)
1320,4597668023,40.7360007,-73.9894916,3,traffic_signals,,POINT (-73.9894916 40.7360007)
1321,4597668026,40.7371699,-73.9886291,4,traffic_signals,,POINT (-73.9886291 40.7371699)
1322,4597668028,40.7383383,-73.9877778,4,traffic_signals,,POINT (-73.9877778 40.7383383)
1323,4597668029,40.7408706,-73.9859325,4,traffic_signals,,POINT (-73.9859325 40.7408706)
1324,4597668030,40.7433448,-73.9841296,4,traffic_signals,,POINT (-73.9841296 40.7433448)
1325,4597668031,40.7427282,-73.9845789,4,traffic_signals,,POINT (-73.9845789 40.7427282)
1326,4597668032,40.7421093,-73.9850299,4,traffic_signals,,POINT (-73.9850299 40.7421093)
1327,4597668033,40.7445912,-73.9832311,4,traffic_signals,,POINT (-73.9832311 40.7445912)
1328,4597668035,40.7353655,-73.9899712,3,traffic_signals,,POINT (-73.9899712 40.7353655)
1329,4597668036,40.7365712,-73.9890672,4,traffic_signals,,POINT (-73.9890672 40.7365712)
1330,4597668038,40.7377528,-73.9882045,4,traffic_signals,,POINT (-73.9882045 40.7377528)
1331,4597668039,40.7389179,-73.9873554,4,traffic_signals,,POINT (-73.9873554 40.7389179)
1332,4597668040,40.7395407,-73.9869016,4,traffic_signals,,POINT (-73.9869016 40.7395407)
1333,4597668041,40.7402148,-73.98641,4,traffic_signals,,POINT (-73.98641 40.7402148)
1334,4597668042,40.7414834,-73.985486,4,traffic_signals,,POINT (-73.985486 40.7414834)
1335,4597668043,40.7439728,-73.9836755,4,traffic_signals,,POINT (-73.9836755 40.7439728)
1336,4597668044,40.7452064,-73.9827891,4,traffic_signals,,POINT (-73.9827891 40.7452064)
1337,4602414021,40.7237608,-74.0061172,3,,,POINT (-74.0061172 40.7237608)
1338,4616536348,40.7244231,-74.006055,4,traffic_signals,,POINT (-74.006055 40.7244231)
1339,4616536351,40.7256907,-74.0058541,4,traffic_signals,,POINT (-74.0058541 40.7256907)
1340,4616536352,40.7250366,-74.0059578,3,traffic_signals,,POINT (-74.0059578 40.7250366)
1341,4629486879,40.7234955,-74.0077224,3,,,POINT (-74.0077224 40.7234955)
1342,4679523598,40.7336357,-74.0026286,3,traffic_signals,,POINT (-74.0026286 40.7336357)
1343,4754091366,40.7157771,-74.0065871,3,,,POINT (-74.0065871 40.7157771)
1344,4778174564,40.7218075,-74.0064418,4,traffic_signals,,POINT (-74.0064418 40.7218075)
1345,4841945993,40.7337978,-74.0044748,3,,,POINT (-74.0044748 40.7337978)
1346,4841945995,40.7333791,-74.0043727,3,crossing,,POINT (-74.0043727 40.7333791)
1347,4872623863,40.7460777,-74.0080022,3,,,POINT (-74.0080022 40.7460777)
1348,4878831008,40.713153,-74.0041097,4,traffic_signals,,POINT (-74.0041097 40.713153)
1349,4899886546,40.7518021,-74.008024,3,traffic_signals,,POINT (-74.008024 40.7518021)
1350,5079840928,40.71572,-73.9787954,3,,,POINT (-73.9787954 40.71572)
1351,5079840929,40.7177385,-73.985479,3,,,POINT (-73.985479 40.7177385)
1352,5131026388,40.744792,-73.9758885,4,traffic_signals,,POINT (-73.9758885 40.744792)
1353,5137743341,40.7342233,-73.9747585,3,,,POINT (-73.9747585 40.7342233)
1354,5137747688,40.7353722,-73.9748022,4,,,POINT (-73.9748022 40.7353722)
1355,5137978709,40.7323695,-73.9743536,3,,,POINT (-73.9743536 40.7323695)
1356,5145323793,40.7267944,-73.9720829,1,,,POINT (-73.9720829 40.7267944)
1357,5145330172,40.7292368,-73.9734571,1,,,POINT (-73.9734571 40.7292368)
1358,5145531517,40.7312335,-73.9739988,3,,,POINT (-73.9739988 40.7312335)
1359,5151708184,40.7277347,-74.0031249,3,crossing,,POINT (-74.0031249 40.7277347)
1360,5159433792,40.7219524,-73.9962656,4,traffic_signals,,POINT (-73.9962656 40.7219524)
1361,5161246301,40.7166441,-73.9958234,3,crossing,,POINT (-73.9958234 40.7166441)
1362,5161246307,40.7162403,-73.9960723,6,traffic_signals,,POINT (-73.9960723 40.7162403)
1363,5173594703,40.7176795,-73.9848249,3,crossing,,POINT (-73.9848249 40.7176795)
1364,5174867983,40.7173006,-73.9794215,1,turning_circle,,POINT (-73.9794215 40.7173006)
1365,5216470727,40.7230023,-74.0050623,4,traffic_signals,,POINT (-74.0050623 40.7230023)
1366,5286408252,40.7340705,-73.9777111,3,traffic_signals,,POINT (-73.9777111 40.7340705)
1367,5545401592,40.748363,-73.9998692,3,,,POINT (-73.9998692 40.748363)
1368,5706568658,40.7131705,-73.9926457,4,traffic_signals,,POINT (-73.9926457 40.7131705)
1369,5706569898,40.7184284,-74.0005347,4,traffic_signals,,POINT (-74.0005347 40.7184284)
1370,5706569905,40.716871,-74.004026,4,traffic_signals,,POINT (-74.004026 40.716871)
1371,5730369220,40.7501036,-74.006123,3,crossing,,POINT (-74.006123 40.7501036)
1372,5779545445,40.7478125,-73.9683571,3,motorway_junction,8,POINT (-73.9683571 40.7478125)
1373,5796726888,40.7143885,-73.9925624,4,,,POINT (-73.9925624 40.7143885)
1374,5798966629,40.7229688,-73.9885765,4,,,POINT (-73.9885765 40.7229688)
1375,5799117240,40.7268876,-73.9999657,4,,,POINT (-73.9999657 40.7268876)
1376,5799117244,40.7262337,-73.9983091,3,traffic_signals,,POINT (-73.9983091 40.7262337)
1377,5804835269,40.7161863,-73.9874808,3,crossing,,POINT (-73.9874808 40.7161863)
1378,5812723033,40.7156024,-74.0111062,4,traffic_signals,,POINT (-74.0111062 40.7156024)
1379,5812723035,40.7188059,-74.0103517,4,,,POINT (-74.0103517 40.7188059)
1380,5812723036,40.7169068,-74.010766,3,,,POINT (-74.010766 40.7169068)
1381,5837088104,40.7325066,-74.0034387,3,,,POINT (-74.0034387 40.7325066)
1382,5837088105,40.7322539,-74.0035825,5,traffic_signals,,POINT (-74.0035825 40.7322539)
1383,5849918502,40.74401,-73.9994252,4,traffic_signals,,POINT (-73.9994252 40.74401)
1384,6123654602,40.7172435,-73.9988759,3,,,POINT (-73.9988759 40.7172435)
1385,6166333236,40.7462362,-73.9739709,4,motorway_junction,,POINT (-73.9739709 40.7462362)
1386,6166333257,40.7471196,-73.9754887,3,,,POINT (-73.9754887 40.7471196)
1387,6166333258,40.7469455,-73.9754531,3,,,POINT (-73.9754531 40.7469455)
1388,6166413694,40.7456073,-73.9731927,3,,,POINT (-73.9731927 40.7456073)
1389,6166413696,40.7456689,-73.973431,3,toll_gantry,,POINT (-73.973431 40.7456689)
1390,6176628861,40.745191,-73.9709232,3,traffic_signals,,POINT (-73.9709232 40.745191)
1391,6211332483,40.7391128,-74.0031635,3,,,POINT (-74.0031635 40.7391128)
1392,6211334202,40.7368828,-74.0055274,4,traffic_signals,,POINT (-74.0055274 40.7368828)
1393,6213204061,40.736611,-74.005314,3,,,POINT (-74.005314 40.736611)
1394,6223969260,40.7483045,-73.9881935,3,traffic_signals,,POINT (-73.9881935 40.7483045)
1395,6279091713,40.7453411,-73.9985565,3,traffic_signals,,POINT (-73.9985565 40.7453411)
1396,6331080434,40.7341911,-73.9750336,1,,,POINT (-73.9750336 40.7341911)
1397,6331080435,40.7360982,-73.9787384,1,,,POINT (-73.9787384 40.7360982)
1398,6518638079,40.7382262,-74.0040312,3,,,POINT (-74.0040312 40.7382262)
1399,6572026580,40.7405824,-73.9756299,1,,,POINT (-73.9756299 40.7405824)
1400,7132405535,40.7159184,-73.9993233,4,traffic_signals,,POINT (-73.9993233 40.7159184)
1401,7132405537,40.7152927,-74.0007903,3,,,POINT (-74.0007903 40.7152927)
1402,7132405547,40.7162,-74.000138,3,,,POINT (-74.000138 40.7162)
1403,7132405548,40.7139391,-73.9995713,3,,,POINT (-73.9995713 40.7139391)
1404,7137281959,40.7370745,-73.9748309,3,,,POINT (-73.9748309 40.7370745)
1405,7137281963,40.737103,-73.9750826,3,,,POINT (-73.9750826 40.737103)
1406,7147636389,40.7309615,-73.9739374,4,traffic_signals,,POINT (-73.9739374 40.7309615)
1407,7372860100,40.7432751,-73.9883247,3,,,POINT (-73.9883247 40.7432751)
1408,7476387556,40.7175217,-73.9858682,4,,,POINT (-73.9858682 40.7175217)
1409,7476968854,40.7130206,-74.0008309,3,traffic_signals,,POINT (-74.0008309 40.7130206)
1410,7476968855,40.7130782,-74.0008317,3,traffic_signals,,POINT (-74.0008317 40.7130782)
1411,7480301864,40.7229037,-73.9887754,4,,,POINT (-73.9887754 40.7229037)
1412,7480301865,40.7230079,-73.9887119,3,,,POINT (-73.9887119 40.7230079)
1413,7480301866,40.7228463,-73.9885922,4,,,POINT (-73.9885922 40.7228463)
1414,7480301986,40.7140532,-73.990218,4,traffic_signals,,POINT (-73.990218 40.7140532)
1415,7480301987,40.7143695,-73.9928102,4,,,POINT (-73.9928102 40.7143695)
1416,7480346927,40.714701,-73.9928559,3,,,POINT (-73.9928559 40.714701)
1417,7480410410,40.7153524,-73.9934014,4,traffic_signals,,POINT (-73.9934014 40.7153524)
1418,7499263656,40.7143755,-73.981322,3,,,POINT (-73.981322 40.7143755)
1419,7500756892,40.7174266,-73.9829775,3,,,POINT (-73.9829775 40.7174266)
1420,7552138519,40.7190179,-73.9804466,1,,,POINT (-73.9804466 40.7190179)
1421,7612925053,40.717694,-73.9860372,3,,,POINT (-73.9860372 40.717694)
1422,8122411159,40.7514108,-73.9780469,3,traffic_signals,,POINT (-73.9780469 40.7514108)
1423,8288270047,40.744116,-74.0085554,3,,,POINT (-74.0085554 40.744116)
1424,8482948064,40.7438832,-73.9815498,4,traffic_signals,,POINT (-73.9815498 40.7438832)
1425,8648032265,40.7293914,-74.0057654,3,,,POINT (-74.0057654 40.7293914)
1426,8648032268,40.7293021,-74.0052199,3,,,POINT (-74.0052199 40.7293021)
1427,8677891126,40.7471427,-73.9758231,3,,,POINT (-73.9758231 40.7471427)
1428,8913108828,40.7438675,-74.0032868,3,,,POINT (-74.0032868 40.7438675)
1429,8996353563,40.7204443,-74.0033253,3,,,POINT (-74.0033253 40.7204443)
1430,9121386334,40.7131054,-74.0040125,3,traffic_signals,,POINT (-74.0040125 40.7131054)
1431,9121386338,40.7136604,-74.003649,4,traffic_signals,,POINT (-74.003649 40.7136604)
1432,9140654137,40.7521935,-73.9776193,3,,,POINT (-73.9776193 40.7521935)
1433,9143542440,40.7502671,-73.9986254,4,,,POINT (-73.9986254 40.7502671)
1434,9166033061,40.7221638,-73.9863339,4,,,POINT (-73.9863339 40.7221638)
1435,9166033062,40.7222849,-73.9862671,4,,,POINT (-73.9862671 40.7222849)
1436,9469550700,40.7488085,-73.9996857,3,,,POINT (-73.9996857 40.7488085)
1437,9469550701,40.747566,-74.0005949,3,,,POINT (-74.0005949 40.747566)
1438,9607729579,40.7298235,-74.0104866,4,,,POINT (-74.0104866 40.7298235)
1439,9609713318,40.7291265,-74.0107686,3,,,POINT (-74.0107686 40.7291265)
1440,9611529610,40.7257225,-74.0112014,3,,,POINT (-74.0112014 40.7257225)
1441,9611529611,40.7251604,-74.0110551,4,,,POINT (-74.0110551 40.7251604)
1442,9657487789,40.7434331,-74.0034792,3,traffic_signals,,POINT (-74.0034792 40.7434331)
1443,9657516446,40.747126,-74.0007794,3,traffic_signals,,POINT (-74.0007794 40.747126)
1444,9774113889,40.7417075,-74.0012002,3,,,POINT (-74.0012002 40.7417075)
1445,9906966855,40.7130646,-73.9776047,4,,,POINT (-73.9776047 40.7130646)
1446,9987259802,40.746052,-73.9748726,4,traffic_signals,,POINT (-73.9748726 40.746052)
1447,10282972213,40.7132206,-74.0111434,1,,,POINT (-74.0111434 40.7132206)
1448,10792226610,40.7516771,-74.0000281,3,,,POINT (-74.0000281 40.7516771)
1449,10853807645,40.7244946,-74.0069155,1,,,POINT (-74.0069155 40.7244946)
1450,11027819091,40.7423241,-74.0086893,4,motorway_junction,4,POINT (-74.0086893 40.7423241)
1451,11027912161,40.7431307,-74.0087415,3,,,POINT (-74.0087415 40.7431307)
1452,11027912164,40.7453865,-74.0081247,4,,,POINT (-74.0081247 40.7453865)
1453,11038072433,40.714972,-73.9833262,4,traffic_signals,,POINT (-73.9833262 40.714972)
1454,11038072465,40.7151841,-73.9842712,4,traffic_signals,,POINT (-73.9842712 40.7151841)
1455,11038072541,40.7159286,-73.9867312,4,traffic_signals,,POINT (-73.9867312 40.7159286)
1456,11049420899,40.7447567,-74.0084392,3,,,POINT (-74.0084392 40.7447567)
1457,11062719791,40.7364599,-74.0011844,3,traffic_signals,,POINT (-74.0011844 40.7364599)
1458,11337295598,40.7491249,-73.9745165,4,traffic_signals,,POINT (-73.9745165 40.7491249)
1459,11337295601,40.7494918,-73.9753877,4,traffic_signals,,POINT (-73.9753877 40.7494918)
1460,11337295604,40.7514503,-73.9760478,4,,,POINT (-73.9760478 40.7514503)
1461,11337295608,40.7507646,-73.9744575,4,,,POINT (-73.9744575 40.7507646)
