index,osmid,y,x,street_count,highway,ref,geometry
901,42448563,40.7286189,-74.0053219,4,traffic_signals,,POINT (-74.0053219 40.7286189)
902,42448568,40.7289809,-74.0093502,4,traffic_signals,,POINT (-74.0093502 40.7289809)
903,42448570,40.7291048,-74.0105566,4,traffic_signals,,POINT (-74.0105566 40.7291048)
904,42448693,40.7401693,-73.9863033,4,traffic_signals,,POINT (-73.9863033 40.7401693)
905,42448701,40.7388354,-73.9831516,4,traffic_signals,,POINT (-73.9831516 40.7388354)
906,42448707,40.7368956,-73.9785412,4,traffic_signals,,POINT (-73.9785412 40.7368956)
907,42448714,40.7354563,-73.9751359,4,traffic_signals,,POINT (-73.9751359 40.7354563)
908,42449017,40.7301375,-73.9894803,4,traffic_signals,,POINT (-73.9894803 40.7301375)
909,42449021,40.728194,-73.984875,4,traffic_signals,,POINT (-73.984875 40.728194)
910,42449023,40.727261,-73.982657,3,traffic_signals,,POINT (-73.982657 40.727261)
911,42449027,40.726281,-73.980333,3,traffic_signals,,POINT (-73.980333 40.726281)
912,42449029,40.7252896,-73.9779748,4,traffic_signals,,POINT (-73.9779748 40.7252896)
913,42449038,40.724283,-73.975598,3,,,POINT (-73.975598 40.724283)
914,42449045,40.732165,-73.994297,4,traffic_signals,,POINT (-73.994297 40.732165)
915,42449067,40.7340457,-73.9950635,4,traffic_signals,,POINT (-73.9950635 40.7340457)
916,42449076,40.7362021,-74.0035332,4,traffic_signals,,POINT (-74.0035332 40.7362021)
917,42449089,40.7355248,-74.0083743,4,traffic_signals,,POINT (-74.0083743 40.7355248)
918,42449098,40.7352967,-74.0099722,3,traffic_signals,,POINT (-74.0099722 40.7352967)
919,42449308,40.7457757,-73.9822189,4,traffic_signals,,POINT (-73.9822189 40.7457757)
920,42449314,40.7444458,-73.9790592,4,traffic_signals,,POINT (-73.9790592 40.7444458)
921,42449333,40.7373314,-73.9926537,4,traffic_signals,,POINT (-73.9926537 40.7373314)
922,42449341,40.74347,-74.007238,4,traffic_signals,,POINT (-74.007238 40.74347)
923,42449570,40.721252,-74.001447,4,traffic_signals,,POINT (-74.001447 40.721252)
924,42449576,40.724632,-73.998585,4,traffic_signals,,POINT (-73.998585 40.724632)
925,42449580,40.72881,-73.995061,4,,,POINT (-73.995061 40.72881)
926,42449582,40.729406,-73.994547,4,,,POINT (-73.994547 40.729406)
927,42449589,40.7309542,-73.9932433,3,,,POINT (-73.9932433 40.7309542)
928,42449597,40.7143685,-74.0084008,4,traffic_signals,,POINT (-74.0084008 40.7143685)
929,42449600,40.7149502,-74.0096777,4,traffic_signals,,POINT (-74.0096777 40.7149502)
930,42449613,40.7164234,-74.0129331,4,traffic_signals,,POINT (-74.0129331 40.7164234)
931,42449683,40.7489448,-73.9798635,4,traffic_signals,,POINT (-73.9798635 40.7489448)
932,42449685,40.7476335,-73.9767423,4,traffic_signals,,POINT (-73.9767423 40.7476335)
933,42449689,40.746323,-73.9736535,4,traffic_signals,,POINT (-73.9736535 40.746323)
934,42449817,40.730155,-73.996063,3,,,POINT (-73.996063 40.730155)
935,42449874,40.7198786,-73.978792,4,,,POINT (-73.978792 40.7198786)
936,42449886,40.7313257,-73.9886146,4,traffic_signals,,POINT (-73.9886146 40.7313257)
937,42449890,40.7346191,-73.9862156,4,traffic_signals,,POINT (-73.9862156 40.7346191)
938,42449893,40.7363755,-73.9849362,4,traffic_signals,,POINT (-73.9849362 40.7363755)
939,42449918,40.7413442,-73.9813061,4,traffic_signals,,POINT (-73.9813061 40.7413442)
940,42449926,40.7438234,-73.9795108,4,traffic_signals,,POINT (-73.9795108 40.7438234)
941,42449928,40.745061,-73.9786092,4,traffic_signals,,POINT (-73.9786092 40.745061)
942,42449932,40.7470157,-73.9771912,4,traffic_signals,,POINT (-73.9771912 40.7470157)
943,42449938,40.7482478,-73.9762946,4,traffic_signals,,POINT (-73.9762946 40.7482478)
944,42449947,40.751455,-73.9739553,4,traffic_signals,,POINT (-73.9739553 40.751455)
945,42449948,40.7520704,-73.9735109,4,traffic_signals,,POINT (-73.9735109 40.7520704)
946,42450325,40.727601,-74.002513,3,,,POINT (-74.002513 40.727601)
947,42450814,40.7457826,-73.9704329,3,,,POINT (-73.9704329 40.7457826)
948,42450820,40.7158012,-73.9760506,3,motorway_junction,4,POINT (-73.9760506 40.7158012)
949,42451018,40.7342008,-73.9748747,3,,,POINT (-73.9748747 40.7342008)
950,42451593,40.7164549,-73.9883771,3,traffic_signals,,POINT (-73.9883771 40.7164549)
951,42451604,40.7220363,-73.9854838,3,,,POINT (-73.9854838 40.7220363)
952,42451650,40.7142715,-73.9941371,4,traffic_signals,,POINT (-73.9941371 40.7142715)
953,42451660,40.7179326,-73.9930898,4,traffic_signals,,POINT (-73.9930898 40.7179326)
954,42451665,40.7234794,-73.9902426,3,,,POINT (-73.9902426 40.7234794)
955,42451674,40.7465313,-73.9859434,4,traffic_signals,,POINT (-73.9859434 40.7465313)
956,42451695,40.7526895,-74.0005305,3,traffic_signals,,POINT (-74.0005305 40.7526895)
957,42451712,40.7200751,-73.9749559,3,,,POINT (-73.9749559 40.7200751)
958,42451787,40.7355933,-73.9794642,3,traffic_signals,,POINT (-73.9794642 40.7355933)
959,42451987,40.732841,-74.002124,4,,,POINT (-74.002124 40.732841)
960,42452006,40.7318701,-74.0087845,4,traffic_signals,,POINT (-74.0087845 40.7318701)
961,42452008,40.7320068,-74.0102756,3,,,POINT (-74.0102756 40.7320068)
962,42452015,40.7231321,-74.0062154,3,traffic_signals,,POINT (-74.0062154 40.7231321)
963,42452026,40.722384,-74.003768,4,traffic_signals,,POINT (-74.003768 40.722384)
964,42452040,40.7216214,-74.0022085,4,traffic_signals,,POINT (-74.0022085 40.7216214)
965,42452048,40.7204467,-73.9998563,4,traffic_signals,,POINT (-73.9998563 40.7204467)
966,42452056,40.7187949,-73.9956889,4,traffic_signals,,POINT (-73.9956889 40.7187949)
967,42452067,40.7181594,-73.9938242,4,traffic_signals,,POINT (-73.9938242 40.7181594)
968,42452076,40.7172086,-73.9907021,4,traffic_signals,,POINT (-73.9907021 40.7172086)
969,42452084,40.7167118,-73.9891494,4,traffic_signals,,POINT (-73.9891494 40.7167118)
970,42452107,40.7148984,-73.9833128,3,traffic_signals,,POINT (-73.9833128 40.7148984)
971,42452117,40.7139728,-73.9799617,3,traffic_signals,,POINT (-73.9799617 40.7139728)
972,42452396,40.7299438,-73.9973576,3,traffic_signals,,POINT (-73.9973576 40.7299438)
973,42452598,40.7348912,-74.0031527,4,stop,,POINT (-74.0031527 40.7348912)
974,42452610,40.734094,-74.008491,4,traffic_signals,,POINT (-74.008491 40.734094)
975,42452613,40.7338435,-74.0100979,3,traffic_signals,,POINT (-74.0100979 40.7338435)
976,42452816,40.7176762,-74.0075505,4,traffic_signals,,POINT (-74.0075505 40.7176762)
977,42452817,40.7170848,-74.0062505,4,traffic_signals,,POINT (-74.0062505 40.7170848)
978,42452936,40.7153027,-73.976483,3,,,POINT (-73.976483 40.7153027)
979,42452973,40.7497263,-73.9836183,4,traffic_signals,,POINT (-73.9836183 40.7497263)
980,42453000,40.7501172,-73.9688692,3,traffic_signals,,POINT (-73.9688692 40.7501172)
981,42453005,40.7508017,-73.9784911,4,traffic_signals,,POINT (-73.9784911 40.7508017)
982,42453008,40.7481912,-73.9722915,3,,,POINT (-73.9722915 40.7481912)
983,42453011,40.7475533,-73.9707856,3,traffic_signals,,POINT (-73.9707856 40.7475533)
984,42453038,40.7190677,-74.0069661,4,traffic_signals,,POINT (-74.0069661 40.7190677)
985,42453059,40.71887,-74.0066144,4,traffic_signals,,POINT (-74.0066144 40.71887)
986,42453104,40.7319645,-73.9902032,3,traffic_signals,,POINT (-73.9902032 40.7319645)
987,42453156,40.7236873,-73.9814332,1,turning_circle,,POINT (-73.9814332 40.7236873)
988,42453158,40.7228841,-73.9797155,4,traffic_signals,,POINT (-73.9797155 40.7228841)
989,42453160,40.721885,-73.977346,3,,,POINT (-73.977346 40.721885)
990,42453166,40.725796,-73.986623,3,traffic_signals,,POINT (-73.986623 40.725796)
991,42453175,40.7248589,-73.9843993,3,traffic_signals,,POINT (-73.9843993 40.7248589)
992,42453177,40.723882,-73.982083,3,traffic_signals,,POINT (-73.982083 40.723882)
993,42453187,40.7430899,-73.9740139,3,traffic_signals,,POINT (-73.9740139 40.7430899)
994,42453310,40.7388764,-73.9872419,4,traffic_signals,,POINT (-73.9872419 40.7388764)
995,42453365,40.7192576,-73.9772402,3,,,POINT (-73.9772402 40.7192576)
996,42453395,40.7136952,-74.0137098,4,traffic_signals,,POINT (-74.0137098 40.7136952)
997,42453398,40.7144839,-74.0134034,3,,,POINT (-74.0134034 40.7144839)
998,42453417,40.7190475,-74.0123246,3,traffic_signals,,POINT (-74.0123246 40.7190475)
999,42453442,40.7305696,-74.0104145,3,,,POINT (-74.0104145 40.7305696)
1000,42453457,40.7331448,-74.0101602,3,,,POINT (-74.0101602 40.7331448)
1001,42453468,40.734543,-74.0100371,3,,,POINT (-74.0100371 40.734543)
1002,42453472,40.7369706,-74.0098363,3,,,POINT (-74.0098363 40.7369706)
1003,42453601,40.72394,-73.9879681,4,traffic_signals,,POINT (-73.9879681 40.72394)
1004,42453604,40.7230074,-73.9857481,4,traffic_signals,,POINT (-73.9857481 40.7230074)
1005,42453607,40.722019,-73.983444,4,traffic_signals,,POINT (-73.983444 40.722019)
1006,42453610,40.7210227,-73.9810814,4,traffic_signals,,POINT (-73.9810814 40.7210227)
1007,42453613,40.7199869,-73.9787229,4,,,POINT (-73.9787229 40.7199869)
1008,42453624,40.742832,-73.9886624,3,traffic_signals,,POINT (-73.9886624 40.742832)
1009,42453630,40.748974,-74.003236,4,traffic_signals,,POINT (-74.003236 40.748974)
1010,42453691,40.7142234,-73.9948388,3,traffic_signals,,POINT (-73.9948388 40.7142234)
1011,42453700,40.7144213,-73.9921353,3,,,POINT (-73.9921353 40.7144213)
1012,42453773,40.7194648,-74.0061502,3,traffic_signals,,POINT (-74.0061502 40.7194648)
1013,42453777,40.7188593,-74.0048352,4,traffic_signals,,POINT (-74.0048352 40.7188593)
1014,42453952,40.712713,-74.009634,4,traffic_signals,,POINT (-74.009634 40.712713)
1015,42453986,40.7495663,-73.9794069,4,traffic_signals,,POINT (-73.9794069 40.7495663)
1016,42453999,40.7478768,-73.9754305,4,traffic_signals,,POINT (-73.9754305 40.7478768)
1017,42454006,40.7469395,-73.9732058,4,traffic_signals,,POINT (-73.9732058 40.7469395)
1018,42454010,40.7462999,-73.9716752,4,traffic_signals,,POINT (-73.9716752 40.7462999)
1019,42454325,40.7416402,-74.0069928,3,traffic_signals,,POINT (-74.0069928 40.7416402)
1020,42454328,40.7421069,-74.008199,4,traffic_signals,,POINT (-74.008199 40.7421069)
1021,42454378,40.7390984,-73.9913883,4,traffic_signals,,POINT (-73.9913883 40.7390984)
1022,42454381,40.745231,-74.00596,4,traffic_signals,,POINT (-74.00596 40.745231)
1023,42454391,40.7189791,-73.9750822,4,traffic_signals,,POINT (-73.9750822 40.7189791)
1024,42454401,40.7133376,-74.0110084,4,traffic_signals,,POINT (-74.0110084 40.7133376)
1025,42454423,40.7257735,-74.0008977,4,traffic_signals,,POINT (-74.0008977 40.7257735)
1026,42454495,40.7457827,-73.974319,4,traffic_signals,,POINT (-73.974319 40.7457827)
1027,42454522,40.7426835,-73.984473,4,traffic_signals,,POINT (-73.984473 40.7426835)
1028,42454642,40.7311535,-74.0089252,4,stop,,POINT (-74.0089252 40.7311535)
1029,42454742,40.738129,-74.003874,3,traffic_signals,,POINT (-74.003874 40.738129)
1030,42454758,40.7381472,-74.008154,3,stop,,POINT (-74.008154 40.7381472)
1031,42454994,40.729373,-73.9839987,4,traffic_signals,,POINT (-73.9839987 40.729373)
1032,42454997,40.728446,-73.98179,4,traffic_signals,,POINT (-73.98179 40.728446)
1033,42455007,40.727468,-73.979469,4,traffic_signals,,POINT (-73.979469 40.727468)
1034,42455013,40.7264706,-73.9770983,3,traffic_signals,,POINT (-73.9770983 40.7264706)
1035,42455026,40.733304,-73.993322,4,traffic_signals,,POINT (-73.993322 40.733304)
1036,42455051,40.7242664,-73.9848308,4,traffic_signals,,POINT (-73.9848308 40.7242664)
1037,42455083,40.723278,-73.982524,4,traffic_signals,,POINT (-73.982524 40.723278)
1038,42455175,40.722281,-73.9801561,4,traffic_signals,,POINT (-73.9801561 40.722281)
1039,42455181,40.7246931,-73.9784069,4,traffic_signals,,POINT (-73.9784069 40.7246931)
1040,42455200,40.7278806,-74.0054267,4,traffic_signals,,POINT (-74.0054267 40.7278806)
1041,42455357,40.7393804,-74.008051,4,traffic_signals,,POINT (-74.008051 40.7393804)
1042,42455396,40.721277,-73.977788,3,traffic_signals,,POINT (-73.977788 40.721277)
1043,42455412,40.723689,-73.97603,3,traffic_signals,,POINT (-73.97603 40.723689)
1044,42455452,40.73334,-73.983176,3,,,POINT (-73.983176 40.73334)
1045,42455465,40.734012,-73.984773,3,,,POINT (-73.984773 40.734012)
1046,42455867,40.725203,-73.987053,4,traffic_signals,,POINT (-73.987053 40.725203)
1047,42455887,40.7344252,-73.9803078,3,traffic_signals,,POINT (-73.9803078 40.7344252)
1048,42455897,40.7381697,-73.9776048,4,traffic_signals,,POINT (-73.9776048 40.7381697)
1049,42455915,40.7450699,-73.9725748,4,traffic_signals,,POINT (-73.9725748 40.7450699)
1050,42455929,40.7488808,-73.9699735,4,traffic_signals,,POINT (-73.9699735 40.7488808)
1051,42456197,40.725008,-73.999345,4,traffic_signals,,POINT (-73.999345 40.725008)
1052,42456205,40.72918,-73.995812,3,,,POINT (-73.995812 40.72918)
1053,42456206,40.729776,-73.995308,4,,,POINT (-73.995308 40.729776)
1054,42456211,40.7312837,-73.9940304,3,,,POINT (-73.9940304 40.7312837)
1055,42456303,40.7316,-73.9947861,4,traffic_signals,,POINT (-73.9947861 40.7316)
1056,42456543,40.7377054,-73.9880935,3,traffic_signals,,POINT (-73.9880935 40.7377054)
1057,42456555,40.7414386,-73.9853785,4,traffic_signals,,POINT (-73.9853785 40.7414386)
1058,42456568,40.7451552,-73.9826672,4,traffic_signals,,POINT (-73.9826672 40.7451552)
1059,42456986,40.730434,-74.00907,4,traffic_signals,,POINT (-74.00907 40.730434)
1060,42457319,40.725276,-73.9957848,4,traffic_signals,,POINT (-73.9957848 40.725276)
1061,42457325,40.7245091,-73.9934284,4,traffic_signals,,POINT (-73.9934284 40.7245091)
1062,42457401,40.7187961,-73.9751131,4,traffic_signals,,POINT (-73.9751131 40.7187961)
1063,42457421,40.7355308,-74.0033399,4,stop,,POINT (-74.0033399 40.7355308)
1064,42457426,40.7347802,-74.0084332,4,traffic_signals,,POINT (-74.0084332 40.7347802)
1065,42457728,40.7342533,-74.0029703,4,traffic_signals,,POINT (-74.0029703 40.7342533)
1066,42457735,40.733401,-74.008554,4,traffic_signals,,POINT (-74.008554 40.733401)
1067,42457821,40.7138481,-73.9927387,4,traffic_signals,,POINT (-73.9927387 40.7138481)
1068,42457925,40.7389315,-73.9731277,3,,,POINT (-73.9731277 40.7389315)
1069,42457940,40.7399483,-73.9727291,3,,,POINT (-73.9727291 40.7399483)
1070,42458267,40.72388,-73.996952,4,,,POINT (-73.996952 40.72388)
1071,42458313,40.722723,-73.994153,4,traffic_signals,,POINT (-73.994153 40.722723)
1072,42458333,40.7483294,-73.9803101,4,traffic_signals,,POINT (-73.9803101 40.7483294)
1073,42459436,40.736953,-74.008254,4,traffic_signals,,POINT (-74.008254 40.736953)
1074,42459493,40.7139451,-74.0123406,3,traffic_signals,,POINT (-74.0123406 40.7139451)
1075,42459636,40.7496684,-73.9697413,1,,,POINT (-73.9697413 40.7496684)
1076,100522479,40.7509089,-73.9785731,3,,,POINT (-73.9785731 40.7509089)
1077,246579597,40.747842,-74.0076712,3,,,POINT (-74.0076712 40.747842)
1078,246579753,40.7480049,-74.0078389,3,,,POINT (-74.0078389 40.7480049)
1079,246580466,40.7495321,-74.0065772,3,traffic_signals,,POINT (-74.0065772 40.7495321)
1080,246580736,40.7481885,-74.0076356,4,traffic_signals,,POINT (-74.0076356 40.7481885)
1081,246580797,40.7502524,-74.0084893,3,traffic_signals,,POINT (-74.0084893 40.7502524)
1082,246580982,40.7439595,-74.0083902,4,traffic_signals,,POINT (-74.0083902 40.7439595)
1083,246648219,40.7425881,-74.0078942,3,,,POINT (-74.0078942 40.7425881)
1084,246649427,40.7385218,-74.0101199,3,traffic_signals,,POINT (-74.0101199 40.7385218)
1085,246649429,40.7388125,-74.0099059,4,traffic_signals,,POINT (-74.0099059 40.7388125)
1086,246858435,40.715284,-74.0135419,4,traffic_signals,,POINT (-74.0135419 40.715284)
1087,246858445,40.7203469,-74.0122846,3,traffic_signals,,POINT (-74.0122846 40.7203469)
1088,246858448,40.7172595,-74.0130258,4,traffic_signals,,POINT (-74.0130258 40.7172595)
1089,246858449,40.7165276,-74.0132223,4,traffic_signals,,POINT (-74.0132223 40.7165276)
1090,246889572,40.7251837,-74.0112905,3,traffic_signals,3,POINT (-74.0112905 40.7251837)
1091,246890098,40.7223504,-74.0118572,3,traffic_signals,,POINT (-74.0118572 40.7223504)
1092,246890279,40.7229994,-74.0117188,3,traffic_signals,,POINT (-74.0117188 40.7229994)
1093,246890579,40.7298427,-74.0106787,3,traffic_signals,,POINT (-74.0106787 40.7298427)
1094,248708582,40.7487771,-73.9697356,5,traffic_signals,,POINT (-73.9697356 40.7487771)
1095,272194254,40.7136173,-74.011617,3,traffic_signals,,POINT (-74.011617 40.7136173)
1096,272195271,40.7141733,-74.0063041,4,traffic_signals,,POINT (-74.0063041 40.7141733)
1097,274342021,40.72445,-73.9741568,2,,,POINT (-73.9741568 40.72445)
1098,274342024,40.7245958,-73.9745044,2,,,POINT (-73.9745044 40.7245958)
1099,339044224,40.7331346,-74.0058581,3,,,POINT (-74.0058581 40.7331346)
1100,358447541,40.7488385,-74.0009811,3,,,POINT (-74.0009811 40.7488385)
1101,358448394,40.7510669,-73.9980331,3,,,POINT (-73.9980331 40.7510669)
1102,370892861,40.7152339,-73.9761957,3,motorway_junction,5,POINT (-73.9761957 40.7152339)
1103,370893396,40.7191873,-73.9763322,3,,,POINT (-73.9763322 40.7191873)
1104,370893397,40.7190131,-73.9754312,3,,,POINT (-73.9754312 40.7190131)
1105,370894980,40.7212958,-73.9745541,3,,,POINT (-73.9745541 40.7212958)
1106,370896902,40.7305259,-73.9741817,3,,,POINT (-73.9741817 40.7305259)
1107,370897166,40.7279995,-73.9716788,3,motorway_junction,7,POINT (-73.9716788 40.7279995)
1108,370898427,40.7298812,-73.9723599,3,,,POINT (-73.9723599 40.7298812)
1109,370912817,40.740672,-73.9729042,3,,,POINT (-73.9729042 40.740672)
1110,370913758,40.7373672,-73.9743448,3,motorway_junction,8,POINT (-73.9743448 40.7373672)
1111,370913779,40.7398486,-73.9728993,3,,,POINT (-73.9728993 40.7398486)
1112,370914027,40.7441761,-73.9713587,3,motorway_junction,9,POINT (-73.9713587 40.7441761)
1113,370915061,40.7467601,-73.9690646,3,,,POINT (-73.9690646 40.7467601)
1114,373880031,40.7137911,-74.013941,4,traffic_signals,,POINT (-74.013941 40.7137911)
1115,373903786,40.74559,-74.0082867,3,traffic_signals,,POINT (-74.0082867 40.74559)
1116,387180916,40.7416415,-74.0048213,4,traffic_signals,,POINT (-74.0048213 40.7416415)
1117,387184869,40.7362172,-73.9790127,4,traffic_signals,,POINT (-73.9790127 40.7362172)
1118,390519635,40.7375427,-73.9840861,4,traffic_signals,,POINT (-73.9840861 40.7375427)
1119,402480678,40.7423533,-74.0089026,3,,,POINT (-74.0089026 40.7423533)
1120,406048768,40.7438669,-73.9716376,3,traffic_signals,,POINT (-73.9716376 40.7438669)
1121,427840998,40.7522084,-73.9993843,4,traffic_signals,,POINT (-73.9993843 40.7522084)
1122,427841062,40.7522406,-73.9994645,4,traffic_signals,,POINT (-73.9994645 40.7522406)
1123,427841071,40.7518406,-73.9996874,5,traffic_signals,,POINT (-73.9996874 40.7518406)
1124,427841073,40.7519412,-73.999556,3,traffic_signals,,POINT (-73.999556 40.7519412)
1125,449581627,40.7424446,-73.9889406,3,,,POINT (-73.9889406 40.7424446)
1126,486867405,40.7194205,-73.9913214,4,,,POINT (-73.9913214 40.7194205)
1127,486867432,40.7196812,-73.9921765,4,,,POINT (-73.9921765 40.7196812)
1128,486867459,40.7187279,-73.9890504,4,traffic_signals,,POINT (-73.9890504 40.7187279)
1129,486867490,40.7189587,-73.9898073,4,traffic_signals,,POINT (-73.9898073 40.7189587)
1130,486867513,40.7184807,-73.9882397,4,traffic_signals,,POINT (-73.9882397 40.7184807)
1131,486867534,40.7182326,-73.9874536,4,traffic_signals,,POINT (-73.9874536 40.7182326)
1132,486867548,40.7179216,-73.9866372,3,traffic_signals,,POINT (-73.9866372 40.7179216)
1133,486868138,40.7181209,-73.9865384,3,traffic_signals,,POINT (-73.9865384 40.7181209)
1134,486868830,40.7192474,-73.9902109,4,,,POINT (-73.9902109 40.7192474)
1135,486868873,40.7193234,-73.9904681,4,,,POINT (-73.9904681 40.7193234)
1136,486869282,40.720057,-73.99288,4,traffic_signals,,POINT (-73.99288 40.720057)
1137,496707000,40.7130522,-73.9940749,3,,,POINT (-73.9940749 40.7130522)
1138,541467364,40.7155223,-73.9964428,3,,,POINT (-73.9964428 40.7155223)
1139,561042188,40.7464559,-73.9819128,3,traffic_signals,,POINT (-73.9819128 40.7464559)
1140,561042190,40.747127,-73.9814462,4,traffic_signals,,POINT (-73.9814462 40.747127)
1141,561042191,40.7477911,-73.9809472,4,traffic_signals,,POINT (-73.9809472 40.7477911)
1142,561042192,40.7490228,-73.9800466,4,traffic_signals,,POINT (-73.9800466 40.7490228)
1143,561042193,40.7484072,-73.9804936,4,traffic_signals,,POINT (-73.9804936 40.7484072)
1144,561042194,40.7496466,-73.9795963,4,traffic_signals,,POINT (-73.9795963 40.7496466)
1145,561042195,40.750263,-73.9791468,4,traffic_signals,,POINT (-73.9791468 40.750263)
1146,561042197,40.750545,-73.9786965,3,,,POINT (-73.9786965 40.750545)
1147,561042198,40.7508917,-73.9787155,4,traffic_signals,,POINT (-73.9787155 40.7508917)
1148,561042199,40.7508351,-73.9785736,5,traffic_signals,,POINT (-73.9785736 40.7508351)
1149,561042200,40.7515122,-73.9782873,3,traffic_signals,,POINT (-73.9782873 40.7515122)
1150,588455700,40.7137882,-73.9852253,4,traffic_signals,,POINT (-73.9852253 40.7137882)
1151,588455701,40.7133514,-73.9851036,3,,,POINT (-73.9851036 40.7133514)
1152,588455736,40.7155833,-73.9957449,3,,,POINT (-73.9957449 40.7155833)
1153,588455742,40.7136728,-73.997981,4,,,POINT (-73.997981 40.7136728)
1154,588455743,40.7134518,-73.9984931,4,,,POINT (-73.9984931 40.7134518)
1155,588785633,40.7143535,-73.9947285,1,,,POINT (-73.9947285 40.7143535)
1156,588938282,40.7143922,-73.9946026,1,,,POINT (-73.9946026 40.7143922)
1157,589099734,40.7443472,-73.9713203,3,,,POINT (-73.9713203 40.7443472)
1158,589099881,40.7445132,-73.9712406,3,traffic_signals,,POINT (-73.9712406 40.7445132)
1159,589100164,40.7371759,-73.9741861,2,,,POINT (-73.9741861 40.7371759)
1160,589100228,40.7359099,-73.975161,3,,,POINT (-73.975161 40.7359099)
1161,589100267,40.7359893,-73.974805,4,,,POINT (-73.974805 40.7359893)
1162,589100791,40.7280322,-73.9719572,1,,,POINT (-73.9719572 40.7280322)
1163,589101921,40.7133306,-73.9774417,3,,,POINT (-73.9774417 40.7133306)
1164,591454081,40.7312873,-74.0103452,3,traffic_signals,,POINT (-74.0103452 40.7312873)
1165,592484776,40.7249131,-74.0046459,3,,,POINT (-74.0046459 40.7249131)
1166,592509222,40.7203948,-73.980052,3,,,POINT (-73.980052 40.7203948)
1167,593816275,40.7393577,-74.0096804,3,,,POINT (-74.0096804 40.7393577)
1168,593886226,40.7483194,-73.9707085,1,,,POINT (-73.9707085 40.7483194)
1169,593886253,40.7479303,-73.9713072,1,,,POINT (-73.9713072 40.7479303)
1170,595105472,40.7494064,-73.9693844,3,crossing,,POINT (-73.9693844 40.7494064)
1171,595105531,40.7477805,-73.9706144,3,,,POINT (-73.9706144 40.7477805)
1172,595105538,40.7481531,-73.9701563,3,,,POINT (-73.9701563 40.7481531)
1173,595407648,40.7310019,-73.9904097,3,,,POINT (-73.9904097 40.7310019)
1174,685164634,40.7339707,-73.977781,2,traffic_signals,,POINT (-73.977781 40.7339707)
1175,685164636,40.7329852,-73.9754476,2,traffic_signals,,POINT (-73.9754476 40.7329852)
1176,1632878962,40.739037,-73.9735603,3,,,POINT (-73.9735603 40.739037)
1177,1632878994,40.7401752,-73.9761435,3,,,POINT (-73.9761435 40.7401752)
1178,1692433907,40.7252556,-73.9922827,4,traffic_signals,,POINT (-73.9922827 40.7252556)
1179,1692433911,40.7256566,-73.9937525,3,,,POINT (-73.9937525 40.7256566)
1180,1692433914,40.7258505,-73.9944634,3,,,POINT (-73.9944634 40.7258505)
1181,1692433916,40.7259345,-73.994648,4,,,POINT (-73.994648 40.7259345)
1182,1692433918,40.7261375,-73.9950588,3,,,POINT (-73.9950588 40.7261375)
1183,1692433919,40.7265283,-73.9958473,4,traffic_signals,,POINT (-73.9958473 40.7265283)
1184,1692433920,40.7269315,-73.9966626,4,,,POINT (-73.9966626 40.7269315)
1185,1692433924,40.7276837,-73.9981746,3,,,POINT (-73.9981746 40.7276837)
1186,1692433928,40.7280695,-73.9989542,4,traffic_signals,,POINT (-73.9989542 40.7280695)
1187,1692433932,40.7284251,-73.9996723,4,traffic_signals,,POINT (-73.9996723 40.7284251)
1188,1692433935,40.7288005,-74.0004308,4,traffic_signals,,POINT (-74.0004308 40.7288005)
1189,1692433938,40.7291698,-74.001188,4,traffic_signals,,POINT (-74.001188 40.7291698)
1190,1692433939,40.7299869,-74.0004979,3,,,POINT (-74.0004979 40.7299869)
1191,1692433940,40.7304314,-74.0001225,4,traffic_signals,,POINT (-74.0001225 40.7304314)
1192,1692433941,40.7310432,-73.9996039,4,traffic_signals,,POINT (-73.9996039 40.7310432)
1193,1692433942,40.7316274,-73.9991063,3,,,POINT (-73.9991063 40.7316274)
1194,1692450029,40.7366007,-73.9818452,4,traffic_signals,,POINT (-73.9818452 40.7366007)
1195,1701844605,40.7474172,-73.9762355,3,,,POINT (-73.9762355 40.7474172)
1196,1701844618,40.7521878,-74.0008966,3,,,POINT (-74.0008966 40.7521878)
1197,1701844664,40.7475579,-73.96877,3,,,POINT (-73.96877 40.7475579)
1198,1701844698,40.747991,-73.9703956,3,,,POINT (-73.9703956 40.747991)
1199,1773055865,40.7135233,-73.9986438,5,,,POINT (-73.9986438 40.7135233)
1200,1773060097,40.7140611,-73.9975944,4,,,POINT (-73.9975944 40.7140611)
1201,1773060099,40.7137811,-73.9980743,3,,,POINT (-73.9980743 40.7137811)
1202,1773063787,40.7146482,-73.9971597,3,,,POINT (-73.9971597 40.7146482)
1203,1773063789,40.7150612,-73.9968638,4,traffic_signals,,POINT (-73.9968638 40.7150612)
1204,1773066054,40.7140865,-73.997415,4,,,POINT (-73.997415 40.7140865)
1205,1773076509,40.7209411,-73.9937236,3,,,POINT (-73.9937236 40.7209411)
1206,1773076511,40.7202997,-73.9939846,5,,,POINT (-73.9939846 40.7202997)
1207,1773076513,40.719922,-73.9941898,3,,,POINT (-73.9941898 40.719922)
1208,1773076778,40.7216095,-73.993464,4,traffic_signals,,POINT (-73.993464 40.7216095)
1209,1773078006,40.7223344,-73.9932044,3,traffic_signals,,POINT (-73.9932044 40.7223344)
1210,1773082408,40.7227989,-73.993037,4,,,POINT (-73.993037 40.7227989)
1211,1773082410,40.7241889,-73.992502,4,,,POINT (-73.992502 40.7241889)
