u,v,key,osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,ref,tunnel,width,access,junction
42429829,4754091366,0,5672803,Trimble Place,residential,25 mph,True,False,68.46,"LINESTRING (-74.0065871 40.7157771, -74.0065446 40.71583, -74.0063545 40.7160666, -74.0061932 40.7162673, -74.0061645 40.7163029)",,,,,,,
42429830,42429832,0,5669866,Thomas Street,residential,25 mph,True,False,125.44900000000001,"LINESTRING (-74.0066823 40.7165394, -74.0068013 40.7165937, -74.0078553 40.7170752, -74.0079572 40.7171217)",,,,,,,
42429830,42452817,0,"[903589929, 1084033950]",Church Street,secondary,25 mph,True,False,70.727,"LINESTRING (-74.0066823 40.7165394, -74.0066546 40.7165743, -74.0066298 40.7166056, -74.0064246 40.7168648, -74.0063009 40.717021, -74.0062505 40.7170848)",3,,,,,,
42429830,42430550,0,947916172,Church Street,secondary,25 mph,True,False,68.126,"LINESTRING (-74.0070959 40.716013, -74.0070597 40.7160591, -74.0067123 40.7165012, -74.0066823 40.7165394)",3,,,,,,
42429832,42429833,0,5669866,Thomas Street,residential,25 mph,True,False,102.611,"LINESTRING (-74.0079572 40.7171217, -74.0080685 40.7171725, -74.0088915 40.7175484, -74.009 40.717598)",,,,,,,
42429832,42430557,0,1022549185,West Broadway,secondary,25 mph,True,False,67.285,"LINESTRING (-74.0079572 40.7171217, -74.0079803 40.7170922, -74.0083314 40.7166455, -74.0083657 40.7166018)",2,,,,,,
42429832,42452816,0,1022549185,West Broadway,secondary,25 mph,True,False,70.55499999999999,"LINESTRING (-74.0075505 40.7176762, -74.0075998 40.7176151, -74.0079307 40.7171558, -74.0079572 40.7171217)",2,,,,,,
42429833,42436326,0,124814435,Hudson Street,secondary,25 mph,True,False,37.785,"LINESTRING (-74.009 40.717598, -74.008953 40.7178682, -74.0089396 40.7179347)",,,,,,,
42429833,42430529,0,124814435,Hudson Street,secondary,25 mph,True,False,36.204,"LINESTRING (-74.0090579 40.7172754, -74.0090486 40.7173356, -74.009 40.717598)",,,,,,,
42429874,42429876,0,5669875,East 26th Street,residential,25 mph,True,False,154.278,"LINESTRING (-73.988194 40.743451, -73.9880885 40.743405, -73.9867044 40.7428177, -73.9865977 40.7427711)",1,,,,,,
42429874,7372860100,0,68668552,5th Avenue,secondary,25 mph,True,False,22.446,"LINESTRING (-73.988194 40.743451, -73.9882367 40.7433926, -73.9883247 40.7432751)",4,,,,,,
42429874,42430277,0,"[46334600, 630828585, 1177979594, 788278353, 1053369944]",West 26th Street,"['residential', 'tertiary']",25 mph,True,False,310.46999999999997,"LINESTRING (-73.9914152 40.7448072, -73.9912818 40.7447537, -73.9908447 40.7445673, -73.9907355 40.7445213, -73.9893553 40.7439408, -73.9891141 40.7438395, -73.9890293 40.7438037, -73.9889856 40.7437853, -73.9889491 40.7437696, -73.9889124 40.7437567, -73.9885772 40.7436138, -73.9883219 40.7435049, -73.988194 40.743451)","['1', '2']",,,,,,
42429874,42434800,0,587061854,5th Avenue,secondary,25 mph,True,False,78.26299999999999,"LINESTRING (-73.9877451 40.7440672, -73.9877901 40.7440048, -73.9881514 40.7435093, -73.988194 40.743451)",4,,,,,,
42429876,42445885,0,196117042,Madison Avenue,secondary,25 mph,True,False,78.73,"LINESTRING (-73.9865977 40.7427711, -73.9865512 40.7428347, -73.9861885 40.7433322, -73.9861457 40.7433908)",3,,,,,,
42429876,4597668032,0,464683321,East 26th Street,residential,25 mph,True,False,151.199,"LINESTRING (-73.9865977 40.7427711, -73.9864999 40.7427295, -73.9851268 40.7421502, -73.9850299 40.7421093)",,,,,,,
42429876,42445879,0,667597422,Madison Avenue,secondary,25 mph,True,False,77.976,"LINESTRING (-73.9870446 40.742157, -73.9870101 40.742205, -73.9866386 40.7427153, -73.9865977 40.7427711)",2,,,,,,
42429888,42454522,0,196117051,Park Avenue South,primary,25 mph,True,False,78.61600000000001,"LINESTRING (-73.9849234 40.7420643, -73.9848755 40.7421301, -73.9847197 40.7423443, -73.9845115 40.7426305, -73.984473 40.7426835)",,,,,,,
42429888,42429890,0,1051841858,East 26th Street,residential,25 mph,True,False,150.433,"LINESTRING (-73.9849234 40.7420643, -73.9848436 40.7420306, -73.983477 40.7414537, -73.9833636 40.7414058)",,,,,,,
42429888,42456555,0,464683318,Park Avenue South,primary,25 mph,True,False,79.44,"LINESTRING (-73.9853785 40.7414386, -73.9853267 40.7415098, -73.9849644 40.7420079, -73.9849234 40.7420643)",2,,,,,,
42429888,4597668032,0,464683320,East 26th Street,residential,25 mph,True,False,10.273,"LINESTRING (-73.9849234 40.7420643, -73.9850299 40.7421093)",,,,,,,
42429890,42429896,0,428569470,East 26th Street,residential,25 mph,True,False,154.755,"LINESTRING (-73.9833636 40.7414058, -73.9832697 40.7413661, -73.9822976 40.7409558, -73.9818963 40.7407882, -73.981759 40.7407284)",1,,,,,,
42429890,2302133933,0,871725893,Lexington Avenue,secondary,25 mph,True,False,78.623,"LINESTRING (-73.9833636 40.7414058, -73.9834035 40.741351, -73.9837708 40.7408457, -73.9838144 40.7407867)",3,,,,,,
42429890,42446932,0,1051841857,Lexington Avenue,secondary,25 mph,True,False,78.49700000000001,"LINESTRING (-73.9829135 40.7420239, -73.9829525 40.7419704, -73.9833153 40.7414721, -73.9833636 40.7414058)",3,,,,,,
42429896,42449918,0,388240124,3rd Avenue,primary,25 mph,True,False,78.389,"LINESTRING (-73.981759 40.7407284, -73.9817144 40.7407907, -73.9813449 40.7412902, -73.9813061 40.7413442)",5,,,,,,
42429896,42429900,0,597821267,East 26th Street,residential,25 mph,True,False,214.489,"LINESTRING (-73.981759 40.7407284, -73.9816261 40.7406727, -73.9812134 40.7404996, -73.9811248 40.7404624, -73.9799688 40.7399775, -73.9796598 40.7398479, -73.9795312 40.7397948)",,,,,,,
42429896,4138911201,0,388240124,3rd Avenue,primary,25 mph,True,False,77.792,"LINESTRING (-73.9822001 40.7401138, -73.9821632 40.740164, -73.9817943 40.7406771, -73.981759 40.7407284)",5,,,,,,
42429900,42429910,0,"[380096992, 619277987]",East 26th Street,residential,25 mph,False,True,128.951,"LINESTRING (-73.9781918 40.7392336, -73.9788521 40.7395108, -73.9789499 40.7395518, -73.9793852 40.7397346, -73.9795312 40.7397948)",2,,,,,,
42429900,42442891,0,420872193,2nd Avenue,primary,25 mph,True,False,77.829,"LINESTRING (-73.9795312 40.7397948, -73.9795721 40.7397391, -73.9799347 40.7392377, -73.9799749 40.7391809)",5,,,,,,
42429900,42442895,0,"[222299248, 420872191]",2nd Avenue,primary,25 mph,True,False,78.785,"LINESTRING (-73.979088 40.7404187, -73.9791271 40.7403639, -73.9792901 40.7401352, -73.9794871 40.7398568, -73.9795312 40.7397948)","['5', '6']",,,,,,
42429910,42429918,0,619277987,East 26th Street,residential,25 mph,False,True,100.506,"LINESTRING (-73.977148 40.738796, -73.9772864 40.7388536, -73.9781918 40.7392336)",,,,,,,
42429910,42446293,0,"[641914938, 5671699]","['East 28th Street', 'Mount Carmel Place']",residential,25 mph,True,False,257.283,"LINESTRING (-73.9762474 40.7400362, -73.9763837 40.7400929, -73.9771357 40.7404061, -73.9771985 40.7404322, -73.9772893 40.7404701, -73.9773323 40.7404111, -73.9777073 40.7398975, -73.9777429 40.7398486, -73.9781216 40.7393299, -73.9781451 40.7392976, -73.9781918 40.7392336)",,,,,,,
42429918,42446293,0,"[1027227125, 194923807]",1st Avenue,primary,25 mph,True,False,157.401,"LINESTRING (-73.977148 40.738796, -73.9770996 40.7388621, -73.9767369 40.7393594, -73.9767 40.73941, -73.9766574 40.7394684, -73.9763904 40.7398373, -73.976287 40.7399803, -73.9762474 40.7400362)",4,,,,,,
42429918,42455897,0,"[1027227123, 1027227124]",1st Avenue,primary,25 mph,True,False,79.569,"LINESTRING (-73.9776048 40.7381697, -73.977559 40.7382326, -73.9772992 40.7385887, -73.977192 40.7387358, -73.977148 40.738796)",4,,,,,,
42429918,1632878962,0,"[54369822, 380093631]","['East 26th Street', 'FDR Drive']",residential,25 mph,True,False,413.217,"LINESTRING (-73.9735603 40.739037, -73.9736083 40.7389255, -73.9736523 40.738864, -73.974138 40.738185, -73.9741607 40.7381124, -73.9741824 40.7380543, -73.9742046 40.7380063, -73.9742383 40.7379623, -73.9742777 40.7379223, -73.974328 40.7378818, -73.9743671 40.737861, -73.9744134 40.7378392, -73.9744581 40.7378202, -73.9745115 40.7378039, -73.9745613 40.7377948, -73.9746043 40.7377888, -73.9746643 40.7377899, -73.9747159 40.7377978, -73.9747678 40.7378092, -73.9748268 40.7378274, -73.9752329 40.7379945, -73.9770133 40.7387396, -73.977148 40.738796)",,,,,,,
42430004,42430007,0,5669882,Park Place,residential,25 mph,True,False,128.077,"LINESTRING (-74.0105666 40.7138543, -74.0104627 40.7138072, -74.0098726 40.71354, -74.0093837 40.7133129, -74.0092662 40.7132584)",,,,,,,
42430004,42453952,0,"[1149017059, 222299277]",Church Street,secondary,25 mph,True,False,68.543,"LINESTRING (-74.009634 40.712713, -74.0096109 40.7127555, -74.0095948 40.7127797, -74.0093299 40.7131208, -74.0092922 40.7131693, -74.0092662 40.7132584)",4,,,,,,
42430007,42454401,0,941936918,West Broadway,residential,25 mph,True,False,68.865,"LINESTRING (-74.0105666 40.7138543, -74.0106139 40.7137972, -74.010897 40.7134289, -74.0109363 40.7133885, -74.0109494 40.7133753, -74.0109661 40.7133608, -74.0109862 40.713348, -74.0110084 40.7133376)",2,,,,,,
42430007,42430009,0,5669882,Park Place,residential,25 mph,True,False,94.56500000000001,"LINESTRING (-74.011527 40.714294, -74.0113935 40.7142329, -74.0106675 40.7139005, -74.0105666 40.7138543)",,,,,,,
42430009,272194254,0,46171884,Greenwich Street,residential,25 mph,True,False,76.93400000000001,"LINESTRING (-74.011527 40.714294, -74.011552 40.7141949, -74.0116575 40.713798, -74.0116598 40.7137288, -74.0116563 40.7137001, -74.0116455 40.7136729, -74.0116304 40.7136423, -74.011617 40.7136173)",,,,,,,
42430030,42430034,0,5669892,Kenmare Street,primary,25 mph,False,True,72.309,"LINESTRING (-73.9957503 40.7208958, -73.9956889 40.7208752, -73.995038 40.7206558, -73.9949663 40.7206316)",2,,,,,,
42430030,42442230,0,188559800,Elizabeth Street,residential,25 mph,True,False,79.181,"LINESTRING (-73.9949663 40.7206316, -73.9949353 40.7207117, -73.9947202 40.7212675, -73.9947014 40.7213148)",,,,,,,
42430030,42432181,0,188559800,Elizabeth Street,residential,25 mph,True,False,88.04499999999999,"LINESTRING (-73.9952571 40.7198711, -73.9952319 40.7199399, -73.9949955 40.7205556, -73.9949663 40.7206316)",,,,,,,
42430034,42430038,0,5669892,Kenmare Street,primary,25 mph,False,True,76.033,"LINESTRING (-73.9965747 40.7211736, -73.996508 40.7211511, -73.9958237 40.7209205, -73.9957503 40.7208958)",2,,,,,,
42430034,42432178,0,5670092,Mott Street,residential,25 mph,True,False,82.906,"LINESTRING (-73.9957503 40.7208958, -73.9957814 40.7208148, -73.995999 40.7202511, -73.9960274 40.7201804)",,,,,,,
42430034,42432302,0,5670092,Mott Street,residential,25 mph,True,False,84.599,"LINESTRING (-73.9954604 40.7216242, -73.9954805 40.7215736, -73.9957153 40.7209838, -73.9957503 40.7208958)",,,,,,,
42430038,42430041,0,5669892,Kenmare Street,primary,25 mph,False,True,75.918,"LINESTRING (-73.9973979 40.7214509, -73.9973332 40.7214291, -73.9966473 40.7211981, -73.9965747 40.7211736)",2,,,,,,
42430038,5159433792,0,847931436,Mulberry Street,residential,25 mph,True,False,90.432,"LINESTRING (-73.9965747 40.7211736, -73.9965412 40.7212582, -73.9962831 40.7219082, -73.9962656 40.7219524)",,,,,,,
42430038,42432174,0,847931436,Mulberry Street,residential,25 mph,True,False,77.524,"LINESTRING (-73.9968362 40.7205052, -73.9968064 40.7205812, -73.9966021 40.7210973, -73.9965747 40.7211736)",,,,,,,
42430041,42430044,0,991205021,Kenmare Street,primary,25 mph,False,True,35.739000000000004,"LINESTRING (-73.9977854 40.7215815, -73.9976863 40.7215481, -73.9974703 40.7214753, -73.9973979 40.7214509)",2,,,,,,
42430041,42442247,0,991205022,Cleveland Place,secondary,25 mph,True,False,99.366,"LINESTRING (-73.9973979 40.7214509, -73.9973627 40.72154, -73.9970869 40.7222218, -73.9971275 40.7223037)",1,,,,,,
42430044,42432165,0,1051858090,Lafayette Street,primary,25 mph,True,False,67.242,"LINESTRING (-73.9977854 40.7215815, -73.9978323 40.721523, -73.998138 40.7211359, -73.998196 40.721063)",3,,,,,,
42430044,42442247,0,5671322,Lafayette Street,residential,25 mph,True,False,100.08599999999998,"LINESTRING (-73.9971275 40.7223037, -73.9972349 40.7222828, -73.9977349 40.7216414, -73.9977854 40.7215815)",1,,,,,,
42430102,592484776,0,5669899,Clark Street,residential,,True,False,72.73700000000001,"LINESTRING (-74.0045513 40.7255633, -74.0045608 40.7254978, -74.004636 40.724981, -74.0046459 40.7249131)",,,,,,,
42430102,42430154,0,466956278,Spring Street,residential,25 mph,True,False,44.2,"LINESTRING (-74.0045513 40.7255633, -74.0042309 40.7255324, -74.004031 40.725513)",,,,,,,
42430102,42442286,0,466956278,Spring Street,residential,25 mph,True,False,98.283,"LINESTRING (-74.0057082 40.7256753, -74.0056454 40.7256694, -74.0046328 40.7255712, -74.0045513 40.7255633)",,,,,,,
42430108,42430147,0,348488665,Broome Street,residential,25 mph,True,False,17.328,"LINESTRING (-74.004575 40.724173, -74.0046929 40.7242414, -74.004739 40.724267)",1,,,,,,
42430108,592484776,0,46350710,Clark Street,residential,25 mph,True,False,72.271,"LINESTRING (-74.0046459 40.7249131, -74.0046556 40.7248552, -74.0047265 40.7243556, -74.004739 40.724267)",,,,,,,
42430115,4143851144,0,955293894,Franklin Street,residential,25 mph,True,False,8.814,"LINESTRING (-74.005362 40.7182925, -74.0052693 40.7182558)",,,,,,,
42430115,42430118,0,"[955293893, 955293895]",6th Avenue,secondary,25 mph,True,False,82.735,"LINESTRING (-74.005362 40.7182925, -74.0053351 40.7183531, -74.0053206 40.7183838, -74.00529 40.718461, -74.0052541 40.7185598, -74.0052306 40.7186418, -74.0052272 40.7186536, -74.005208 40.7187413, -74.0051949 40.7188171, -74.0051792 40.7189419, -74.0051717 40.7190194)","['2', '3']",,,,,,
42430115,42453059,0,5672168,Franklin Street,residential,25 mph,True,False,123.584,"LINESTRING (-74.0066144 40.71887, -74.0065082 40.7188135, -74.0064612 40.7187924, -74.005449 40.7183279, -74.005362 40.7182925)",1,,,,,,
42430115,4143851142,0,5669922,6th Avenue,secondary,25 mph,True,False,42.337,"LINESTRING (-74.0055874 40.7179523, -74.0055388 40.718021, -74.0054948 40.7180877, -74.0053962 40.718243, -74.005362 40.7182925)",2,,,,,,
42430118,42430122,0,955293895,6th Avenue,secondary,25 mph,True,False,93.143,"LINESTRING (-74.0051717 40.7190194, -74.00517 40.719076, -74.0051688 40.7191181, -74.0051712 40.7191902, -74.0051791 40.7194268, -74.0051906 40.7197732, -74.0051934 40.7198568)",3,,,,,,
42430118,42453773,0,1036714798,White Street,residential,25 mph,True,False,96.19500000000001,"LINESTRING (-74.0051717 40.7190194, -74.0053065 40.7190809, -74.0055264 40.7191812, -74.0060212 40.7194068, -74.0061502 40.7194648)",,,,,,,
42430118,42453777,0,1036714798,White Street,residential,25 mph,True,False,33.483,"LINESTRING (-74.0048352 40.7188593, -74.0049972 40.7189364, -74.0051717 40.7190194)",,,,,,,
42430122,42447249,0,412180553,Walker Street,tertiary,25 mph,True,False,80.812,"LINESTRING (-74.0051934 40.7198568, -74.0050359 40.7197854, -74.0044859 40.7195365, -74.0043702 40.7194841)",1,,,,,,
42430122,42430126,0,439933931,6th Avenue,secondary,25 mph,True,False,86.98599999999999,"LINESTRING (-74.0051934 40.7198568, -74.0051979 40.7199239, -74.0052131 40.7204659, -74.0052198 40.7206388)",3,,,,,,
42430122,42434855,0,412180553,Walker Street,tertiary,25 mph,True,False,46.171,"LINESTRING (-74.0056591 40.7200755, -74.0055444 40.7200217, -74.005323 40.7199177, -74.0051934 40.7198568)",1,,,,,,
42430126,42430131,0,46139046,6th Avenue,primary,25 mph,True,False,43.009,"LINESTRING (-74.0052198 40.7206388, -74.005248 40.721025)",3,,,,,,
42430126,42440829,0,46139036,West Broadway,secondary,25 mph,True,False,95.449,"LINESTRING (-74.0052198 40.7206388, -74.0050887 40.7208005, -74.0047117 40.7212566, -74.0046193 40.7213666)",,,,,,,
42430126,42447246,0,1036714800,Lispenard Street,residential,25 mph,True,False,128.613,"LINESTRING (-74.0052198 40.7206388, -74.0050672 40.7205686, -74.0040396 40.7200968, -74.0039146 40.7200394)",,,,,,,
42430126,42434839,0,"[412174929, 46139035]","['West Broadway', 'Beach Street']",primary,25 mph,True,False,80.84600000000002,"LINESTRING (-74.0059661 40.7203782, -74.0055821 40.7203396, -74.0055406 40.7203358, -74.0055144 40.7203365, -74.0054889 40.7203422, -74.0054668 40.7203543, -74.0054447 40.7203723, -74.0053416 40.7205041, -74.0052198 40.7206388)","['1', '3']",,,,,,
42430131,42438779,0,5671296,York Street,residential,25 mph,False,False,50.723,"LINESTRING (-74.005845 40.721083, -74.0053831 40.7210381, -74.005248 40.721025)",,,,,,,
42430131,4143859865,0,46139046,6th Avenue,primary,25 mph,True,False,76.899,"LINESTRING (-74.005248 40.721025, -74.0052615 40.7211425, -74.0053157 40.7216101, -74.0053281 40.7217139)",3,,,,,,
42430136,5216470727,0,539024460,6th Avenue,primary,25 mph,True,False,84.115,"LINESTRING (-74.0053408 40.722276, -74.0052551 40.7225214, -74.0050995 40.7229123, -74.0050623 40.7230023)",4,,,,,,
42430136,42436763,0,5670490,Thompson Street,residential,25 mph,True,False,128.32000000000002,"LINESTRING (-74.0044383 40.7227332, -74.0044889 40.7226722, -74.0047102 40.7224088, -74.0049885 40.7220957, -74.0050115 40.7220744, -74.0050347 40.7220602, -74.0050648 40.7220549, -74.0050912 40.7220597, -74.0051142 40.7220709, -74.0051791 40.7221111, -74.005244 40.7221512, -74.0052791 40.7221726, -74.0053065 40.7221968, -74.0053268 40.722224, -74.0053408 40.722276)",1,,,,,,
42430136,3788379733,0,539024460,6th Avenue,primary,25 mph,True,False,43.586000000000006,"LINESTRING (-74.0053637 40.721888, -74.0053789 40.7219836, -74.0053861 40.7220605, -74.005386 40.7220752, -74.0053809 40.7221176, -74.0053673 40.7221797, -74.0053408 40.722276)",4,,,,,,
42430143,42432127,0,5670814,Sullivan Street,residential,25 mph,True,False,58.794999999999995,"LINESTRING (-74.004786 40.723625, -74.0047204 40.7236959, -74.0044261 40.7240064, -74.00438 40.724055)",,,,,,,
42430143,42430147,0,256902826,6th Avenue,primary,25 mph,True,False,63.476,"LINESTRING (-74.004786 40.723625, -74.0047567 40.7237029, -74.004604 40.7240961, -74.004575 40.724173)",4,,,,,,
42430143,42436770,0,5671291,Watts Street,primary,25 mph,True,False,82.90599999999999,"LINESTRING (-74.00383 40.723449, -74.0039133 40.7234643, -74.0046491 40.7235995, -74.004786 40.723625)",4,,,,,,
42430143,5216470727,0,539024460,6th Avenue,primary,25 mph,True,False,73.065,"LINESTRING (-74.0050623 40.7230023, -74.005042 40.7230576, -74.0049328 40.7232923, -74.0048164 40.7235522, -74.004786 40.723625)",4,,,,,,
42430147,42430154,0,845994219,6th Avenue,primary,25 mph,True,False,155.898,"LINESTRING (-74.004575 40.724173, -74.004537 40.7242692, -74.0044512 40.7244857, -74.0042981 40.7248717, -74.0040567 40.7254514, -74.004031 40.725513)",4,,,,,,
42430147,42432127,0,1061439211,Broome Street,residential,25 mph,True,False,21.029,"LINESTRING (-74.00438 40.724055, -74.0044559 40.724101, -74.004575 40.724173)",,,,,,,
42430154,42430160,0,194923810,6th Avenue,primary,25 mph,True,False,85.78699999999999,"LINESTRING (-74.004031 40.725513, -74.0039997 40.7255902, -74.0039491 40.7257139, -74.0037533 40.7261929, -74.00373 40.72625)",4,,,,,,
42430154,42439527,0,1165434472,Spring Street,residential,25 mph,True,False,63.342999999999996,"LINESTRING (-74.004031 40.725513, -74.0038894 40.7255004, -74.0034364 40.7252804, -74.003376 40.725252)",,,,,,,
42430160,42445574,0,46350693,Vandam Street,residential,25 mph,True,False,163.76500000000001,"LINESTRING (-74.00373 40.72625, -74.0038926 40.7262656, -74.0055302 40.7264227, -74.005658 40.726435)",1,,,,,,
42430160,42430164,0,194923810,6th Avenue,primary,25 mph,True,False,82.307,"LINESTRING (-74.00373 40.72625, -74.0037034 40.7263161, -74.0034735 40.7268873, -74.003445 40.726958)",4,,,,,,
42430164,42430167,0,194923810,6th Avenue,primary,25 mph,True,False,82.21799999999999,"LINESTRING (-74.003445 40.726958, -74.0034155 40.7270299, -74.0033648 40.7271533, -74.0031788 40.7276061, -74.003155 40.727664)",4,,,,,,
42430164,42439345,0,1015939516,Charlton Street,residential,25 mph,True,False,178.33800000000002,"LINESTRING (-74.003445 40.726958, -74.003581 40.7269709, -74.0053536 40.7271389, -74.0054104 40.7271442, -74.005545 40.727157)",1,,,,,,
42430164,42439335,0,5670792,Charlton Street,residential,25 mph,True,False,30.704,"LINESTRING (-74.0031066 40.7268704, -74.003201 40.726916, -74.003278 40.726941, -74.0032898 40.7269425, -74.0033735 40.7269534, -74.003445 40.726958)",1,,,,,,
42430167,5151708184,0,194923810,6th Avenue,primary,25 mph,True,False,8.261,"LINESTRING (-74.003155 40.727664, -74.0031249 40.7277347)",4,,,,,,
42430167,42450325,0,5672654,King Street,unclassified,25 mph,True,False,54.55,"LINESTRING (-74.002513 40.727601, -74.0030089 40.7276497, -74.003155 40.727664)",,,,,,,
42430167,42455200,0,846035644,King Street,residential,25 mph,True,False,192.936,"LINESTRING (-74.0054267 40.7278806, -74.0052927 40.7278678, -74.003303 40.7276779, -74.003155 40.727664)",,,,,,,
42430187,42436848,0,5670498,Minetta Street,residential,25 mph,True,False,124.40299999999999,"LINESTRING (-74.0021622 40.7297532, -74.0021418 40.7297236, -74.0021128 40.7297007, -74.0020718 40.7296922, -74.0020271 40.7296913, -74.0013313 40.7298963, -74.0010403 40.7302232, -74.00102 40.730246)",1,,,,,,
42430187,42431517,0,5670514,Downing Street,residential,25 mph,True,False,135.62800000000001,"LINESTRING (-74.0021622 40.7297532, -74.0022009 40.7297332, -74.0022615 40.7297242, -74.0023169 40.7297288, -74.0023661 40.7297393, -74.00241 40.729736, -74.0035569 40.7293755, -74.0036046 40.7293605, -74.003657 40.729344)",1,,,,,,
42430187,1692433938,0,157012386,Bleecker Street,residential,25 mph,True,False,107.612,"LINESTRING (-74.0021622 40.7297532, -74.0021058 40.7296215, -74.0020563 40.7295972, -74.0018856 40.7295131, -74.0012483 40.7291994, -74.001188 40.7291698)",1,,,,,,
42430187,42430205,0,"[433124968, 452339699]",6th Avenue,secondary,25 mph,True,False,96.82,"LINESTRING (-74.0021622 40.7297532, -74.0020941 40.7298798, -74.0017514 40.7304611, -74.0017 40.7305503)",4,,,,,,
42430187,42431773,0,433124996,Bleecker Street,residential,25 mph,True,False,70.185,"LINESTRING (-74.0024762 40.7303374, -74.0024367 40.7302679, -74.0022288 40.7298973, -74.0022057 40.7298561, -74.0021622 40.7297532)",1,,,,,,
42430187,4321748237,0,"[452339699, 1205533070]",6th Avenue,secondary,25 mph,True,False,152.56,"LINESTRING (-74.0028017 40.7284697, -74.0027702 40.7285333, -74.0026905 40.7286951, -74.0025832 40.7289129, -74.002243 40.7296032, -74.0021622 40.7297532)",4,,,,,,
42430205,42430217,0,433124968,6th Avenue,secondary,25 mph,True,False,61.937,"LINESTRING (-74.0017 40.7305503, -74.0016798 40.7305877, -74.0015461 40.7308272, -74.0014427 40.7310119, -74.0014113 40.7310625)",4,,,,,,
42430205,42431773,0,"[46607937, 663799681]",Carmine Street,residential,25 mph,True,False,69.739,"LINESTRING (-74.0024762 40.7303374, -74.0024382 40.7303491, -74.0024135 40.7303569, -74.0018721 40.7305228, -74.0017 40.7305503)",,,,,,,
42430205,42436848,0,5673309,Minetta Lane,residential,25 mph,True,False,67.00200000000001,"LINESTRING (-74.00102 40.730246, -74.0010576 40.7302649, -74.0015664 40.7305214, -74.0017 40.7305503)",,,,,,,
42430217,42430231,0,433124968,6th Avenue,secondary,25 mph,True,False,81.271,"LINESTRING (-74.0014113 40.7310625, -74.0013653 40.73113, -74.0012163 40.7313397, -74.0009967 40.7316452, -74.000954 40.731706)",4,,,,,,
42430217,1692433940,0,706833047,West 3rd Street,residential,25 mph,True,False,129.298,"LINESTRING (-74.0001225 40.7304314, -74.0001798 40.7304595, -74.0011159 40.7309192, -74.001299 40.731009, -74.0014113 40.7310625)",,,,,,,
42430231,1692433941,0,5673619,West 4th Street,residential,25 mph,True,False,135.549,"LINESTRING (-74.000954 40.731706, -74.0008377 40.731649, -74.0006446 40.7315541, -73.9996702 40.7310757, -73.9996039 40.7310432)",,,,,,,
42430231,42430233,0,433124968,6th Avenue,secondary,25 mph,True,False,77.325,"LINESTRING (-74.000954 40.731706, -74.0009086 40.7317685, -74.0008455 40.7318551, -74.0005473 40.7322651, -74.000511 40.732315)",4,,,,,,
42430233,1692433942,0,5671754,West Washington Place,residential,25 mph,True,False,140.90800000000002,"LINESTRING (-74.000511 40.732315, -74.0004024 40.7322618, -73.9992144 40.7316803, -73.9991749 40.731661, -73.9991063 40.7316274)",,,,,,,
42430233,42430235,0,433124968,6th Avenue,secondary,25 mph,True,False,77.892,"LINESTRING (-74.000511 40.732315, -74.0004689 40.7323731, -74.0001045 40.7328759, -74.000066 40.732929)",4,,,,,,
42430233,42433821,0,5671754,West Washington Place,residential,25 mph,True,False,130.218,"LINESTRING (-74.0018089 40.7329507, -74.0006352 40.7323777, -74.000511 40.732315)",,,,,,,
42430235,42433282,0,5670171,Waverly Place,residential,25 mph,True,False,64.472,"LINESTRING (-74.000066 40.732929, -74.0001914 40.7329901, -74.0007095 40.7332427)",,,,,,,
42430235,42430237,0,433124968,6th Avenue,secondary,25 mph,True,False,93.589,"LINESTRING (-74.000066 40.732929, -74.0000216 40.7329891, -73.9998888 40.7331688, -73.9995848 40.7335802, -73.9995234 40.7336634)",4,,,,,,
42430235,42433281,0,5670171,Waverly Place,residential,25 mph,True,False,145.99,"LINESTRING (-73.998612 40.732215, -73.9986763 40.7322466, -73.9999418 40.732868, -74.000066 40.732929)",,,,,,,
42430237,42432191,0,5670087,Greenwich Avenue,secondary,25 mph,False,False,46.586,"LINESTRING (-73.9996618 40.7340688, -73.9996494 40.7340158, -73.999584 40.7338242, -73.9995234 40.7336634)",2,,,,,,
42430237,42437951,0,5670651,West 8th Street,secondary,25 mph,True,False,154.787,"LINESTRING (-73.9995234 40.7336634, -73.9995092 40.7336228, -73.9994986 40.7335985, -73.999482 40.733574, -73.9994503 40.7335488, -73.9994285 40.7335394, -73.9980584 40.7329754, -73.997987 40.732946)",1,,,,,,
42430241,42430247,0,"[983123304, 451905565]",6th Avenue,secondary,25 mph,True,False,77.009,"LINESTRING (-73.998714 40.734784, -73.9986659 40.7348519, -73.9985687 40.7349892, -73.998483 40.7351071, -73.9983114 40.7353401, -73.998274 40.735391)","['4', '5']",,,,,,
42430241,42430857,0,727649620,West 10th Street,residential,25 mph,True,False,308.55100000000004,"LINESTRING (-73.998714 40.734784, -73.9985919 40.7347331, -73.9956026 40.7334875, -73.9955052 40.7334469)",1,,,,,,
42430241,42432194,0,"[195743556, 727649620]",West 10th Street,residential,25 mph,True,False,109.80299999999998,"LINESTRING (-73.999973 40.734688, -73.9998572 40.7347031, -73.9994401 40.7347578, -73.999248 40.734783, -73.9988507 40.7348483, -73.998714 40.734784)",1,,,,,,
