u,v,key,osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,ref,tunnel,width,access,junction
42436122,42436381,0,468414634,Morton Street,residential,25 mph,True,False,109.378,"LINESTRING (-74.008009 40.7310668, -74.0078994 40.7310565, -74.0068776 40.7309591, -74.006721 40.7309445)",,,,,,,
42436122,42436126,0,1202586282,Greenwich Street,residential,25 mph,True,False,81.154,"LINESTRING (-74.008009 40.7310668, -74.0079889 40.7311412, -74.007824 40.7317224, -74.0078076 40.7317805)",,,,,,,
42436122,42454642,0,468414634,Morton Street,residential,25 mph,True,False,77.801,"LINESTRING (-74.0089252 40.7311535, -74.0088356 40.7311455, -74.0081104 40.7310764, -74.008009 40.7310668)",,,,,,,
42436126,42452006,0,46431829,Barrow Street,residential,25 mph,True,False,82.915,"LINESTRING (-74.0078076 40.7317805, -74.0079155 40.7317904, -74.0087143 40.7318637, -74.0087845 40.7318701)",1,,,,,,
42436126,42436129,0,1202586282,Greenwich Street,residential,25 mph,True,False,123.70299999999999,"LINESTRING (-74.0078076 40.7317805, -74.0077872 40.7318565, -74.0076207 40.7324757, -74.007536 40.7327909, -74.0075146 40.7328706)",,,,,,,
42436126,42436384,0,46431829,Barrow Street,residential,25 mph,True,False,102.166,"LINESTRING (-74.0066039 40.73167, -74.0067549 40.7316839, -74.0077099 40.7317715, -74.0078076 40.7317805)",1,,,,,,
42436129,42436894,0,439842799,Christopher Street,residential,25 mph,False,True,94.684,"LINESTRING (-74.0086061 40.7326715, -74.0085376 40.7326828, -74.0077427 40.7328136, -74.0076212 40.732844, -74.0075146 40.7328706)",,,,,,,
42436129,42436134,0,"[1202586281, 1202586282]",Greenwich Street,residential,25 mph,True,False,81.05699999999999,"LINESTRING (-74.0075146 40.7328706, -74.007498 40.7329425, -74.0074343 40.7332175, -74.007399 40.73337, -74.0073677 40.733494, -74.0073572 40.7335358, -74.007344 40.733588)",,,,,,,
42436129,42436393,0,480112482,Christopher Street,residential,25 mph,True,False,97.65299999999999,"LINESTRING (-74.0063829 40.733055, -74.0064875 40.7330397, -74.0065379 40.7330323, -74.0067979 40.7329943, -74.0073439 40.7329144, -74.0074089 40.7328977, -74.0075146 40.7328706)",,,,,,,
42436134,42436396,0,5673102,West 10th Street,residential,25 mph,True,False,91.401,"LINESTRING (-74.007344 40.733588, -74.007234 40.733604, -74.0068154 40.7336649, -74.0064273 40.7337217, -74.0062788 40.7337434)",,,,,,,
42436134,42436135,0,812936280,Greenwich Street,residential,25 mph,True,False,80.207,"LINESTRING (-74.007344 40.733588, -74.0073311 40.7336383, -74.0071737 40.734248, -74.007162 40.734296)",,,,,,,
42436134,42457735,0,5673102,West 10th Street,residential,25 mph,True,False,104.05199999999999,"LINESTRING (-74.008554 40.733401, -74.0084649 40.7334148, -74.0074452 40.7335724, -74.007344 40.733588)",,,,,,,
42436135,42452610,0,46431822,Charles Street,residential,25 mph,True,False,114.209,"LINESTRING (-74.007162 40.734296, -74.0072622 40.7342808, -74.0083927 40.7341098, -74.008491 40.734094)",,,,,,,
42436135,42436139,0,812936280,Greenwich Street,residential,25 mph,True,False,79.29499999999999,"LINESTRING (-74.007162 40.734296, -74.0071477 40.7343524, -74.0069902 40.7349501, -74.0069783 40.7349954)",,,,,,,
42436135,42436400,0,46431822,Charles Street,residential,25 mph,True,False,85.837,"LINESTRING (-74.0061609 40.734439, -74.0062687 40.7344236, -74.0063105 40.7344176, -74.0070637 40.73431, -74.007162 40.734296)",,,,,,,
42436139,42436142,0,812936280,Greenwich Street,residential,25 mph,True,False,83.225,"LINESTRING (-74.0069783 40.7349954, -74.0069628 40.7350595, -74.0068153 40.7356678, -74.006801 40.7357317)",,,,,,,
42436139,42436404,0,1185872415,Perry Street,residential,25 mph,True,False,79.90400000000001,"LINESTRING (-74.0069783 40.7349954, -74.0068906 40.7350084, -74.0061975 40.7351108, -74.006159 40.7351165, -74.0060475 40.735133)",,,,,,,
42436139,42457426,0,46431823,Perry Street,residential,25 mph,True,False,124.899,"LINESTRING (-74.0084332 40.7347802, -74.008344 40.7347934, -74.0070852 40.7349796, -74.0069783 40.7349954)",,,,,,,
42436142,42449089,0,480112478,West 11th Street,residential,25 mph,True,False,134.541,"LINESTRING (-74.006801 40.7357317, -74.006889 40.7357201, -74.0082794 40.7355373, -74.0083743 40.7355248)",,,,,,,
42436142,42436146,0,812936280,Greenwich Street,residential,25 mph,True,False,78.323,"LINESTRING (-74.006801 40.7357317, -74.0067848 40.7357933, -74.0066187 40.7364224)",,,,,,,
42436142,42436407,0,480112478,West 11th Street,residential,25 mph,True,False,74.33,"LINESTRING (-74.0059318 40.735846, -74.0060412 40.7358319, -74.006085 40.7358261, -74.0067131 40.7357433, -74.006801 40.7357317)",,,,,,,
42436146,42436411,0,5670942,Bank Street,residential,25 mph,True,False,68.857,"LINESTRING (-74.0066187 40.7364224, -74.0059734 40.7365282, -74.0059214 40.736533, -74.0058168 40.7365313)",,,,,,,
42436146,42436149,0,1202586280,Greenwich Street,residential,25 mph,True,False,60.309,"LINESTRING (-74.0066187 40.7364224, -74.0065087 40.7369082, -74.006498 40.736957)",,,,,,,
42436146,42440943,0,5670942,Bank Street,residential,25 mph,True,False,145.86,"LINESTRING (-74.0066187 40.7364224, -74.0083227 40.7361909)",,,,,,,
42436149,42436152,0,196117028,Greenwich Street,residential,25 mph,True,False,65.946,"LINESTRING (-74.006498 40.736957, -74.0064979 40.7370181, -74.006488 40.7374961, -74.006487 40.73755)",,,,,,,
42436149,42459436,0,543908289,Bethune Street,residential,25 mph,True,False,147.95,"LINESTRING (-74.006498 40.736957, -74.0065841 40.7369568, -74.008254 40.736953)",,,,,,,
42436149,42436414,0,"[5673452, 195834894]","['Hudson Street', 'Bethune Street']",residential,25 mph,True,False,86.23899999999999,"LINESTRING (-74.0057682 40.7372197, -74.0058038 40.7371253, -74.0058325 40.7369934, -74.005839 40.7369625, -74.0058466 40.7369512, -74.0058581 40.7369428, -74.0058726 40.7369372, -74.0058869 40.7369336, -74.0059199 40.7369314, -74.0063301 40.7369496, -74.0064236 40.7369537, -74.006498 40.736957)",,,,,,,
42436152,42436155,0,196117028,Greenwich Street,residential,25 mph,True,False,65.866,"LINESTRING (-74.006487 40.73755, -74.0064839 40.7376135, -74.0064714 40.7380938, -74.00647 40.7381422)",,,,,,,
42436152,42436423,0,1068493214,West 12th Street,residential,25 mph,True,False,65.569,"LINESTRING (-74.006487 40.73755, -74.0064117 40.7375516, -74.0058162 40.7375523, -74.0057088 40.7375527)",,,,,,,
42436152,42439096,0,"[22927373, 1068493214]",West 12th Street,residential,25 mph,True,False,144.832,"LINESTRING (-74.008206 40.737554, -74.0081106 40.7375538, -74.0065789 40.7375502, -74.0065656 40.7375503, -74.006487 40.73755)",,,,,,,
42436155,42454758,0,5672535,Jane Street,residential,25 mph,True,False,141.883,"LINESTRING (-74.00647 40.7381422, -74.0065581 40.7381425, -74.0080557 40.7381469, -74.008154 40.7381472)",,,,,,,
42436155,42436427,0,5672535,Jane Street,residential,25 mph,True,False,72.458,"LINESTRING (-74.00561 40.7381397, -74.0057162 40.73814, -74.0063965 40.738142, -74.00647 40.7381422)",,,,,,,
42436159,42455357,0,848021603,Gansevoort Street,residential,,True,False,134.12400000000002,"LINESTRING (-74.0064595 40.7394004, -74.0065616 40.7393996, -74.0068862 40.7393969, -74.0071167 40.739395, -74.0079007 40.7393884, -74.0079399 40.7393863, -74.008051 40.7393804)",,,,,,,
42436159,42436431,0,970704072,Gansevoort Street,residential,25 mph,True,False,88.677,"LINESTRING (-74.0054071 40.7394127, -74.0055102 40.7394122, -74.0057758 40.739411, -74.0063848 40.7394016, -74.0064595 40.7394004)",,,,,,,
42436313,42440916,0,22927462,Washington Street,residential,25 mph,True,False,77.264,"LINESTRING (-74.0106804 40.7215308, -74.0106667 40.7216079, -74.0105716 40.7221419, -74.0105578 40.7222194)",,,,,,,
42436313,42436316,0,5670440,Hubert Street,residential,25 mph,True,False,92.568,"LINESTRING (-74.0117703 40.7216343, -74.0116614 40.721624, -74.0106804 40.7215308)",,,,,,,
42436316,42440918,0,516664206,West Street,trunk,30 mph,True,False,77.98100000000001,"LINESTRING (-74.0117703 40.7216343, -74.0116492 40.7222217, -74.0116275 40.7223272)",4,,NY 9A,,,,
42436316,4207143418,0,516664210,West Street,trunk,30 mph,True,False,147.72,"LINESTRING (-74.0120513 40.720323, -74.012028 40.7204318, -74.0117703 40.7216343)",4,,NY 9A,,,,
42436322,5812723036,0,413045202,Reade Street,residential,25 mph,True,False,154.02500000000003,"LINESTRING (-74.0091994 40.7161935, -74.0092987 40.7162401, -74.0095516 40.716355, -74.0106185 40.7168396, -74.010696 40.7168749, -74.010766 40.7169068)",1,,,,"30'8""",,
42436322,42445357,0,413045201,Reade Street,secondary,25 mph,True,False,37.473,"LINESTRING (-74.0088192 40.7160188, -74.0089116 40.716061, -74.009127 40.7161588, -74.0091994 40.7161935)",1,,,,,,
42436326,42436327,0,124814435,Hudson Street,secondary,25 mph,True,False,38.047,"LINESTRING (-74.0089396 40.7179347, -74.0089269 40.7180064, -74.0088803 40.7182739)",,,,,,,
42436327,42436330,0,68668553,Hudson Street,secondary,25 mph,True,False,41.254999999999995,"LINESTRING (-74.0088803 40.7182739, -74.0088623 40.7183817, -74.008819 40.718642)",3,,,,,,
42436327,42452816,0,403405990,Worth Street,residential,25 mph,False,False,130.298,"LINESTRING (-74.0075505 40.7176762, -74.0076408 40.7177163, -74.0087742 40.7182262, -74.0088803 40.7182739)",,,,,,,
42436330,42436333,0,195743179,Hudson Street,secondary,25 mph,True,False,43.458,"LINESTRING (-74.008819 40.718642, -74.008747 40.719029)",3,,,,,,
42436330,5812723035,0,46332300,Harrison Street,residential,25 mph,True,False,130.45499999999998,"LINESTRING (-74.0103517 40.7188059, -74.0102521 40.7187948, -74.00933 40.718692, -74.0089314 40.718653, -74.008819 40.718642)",2,,,,,,
42436333,42436335,0,195743179,Hudson Street,secondary,25 mph,True,False,29.963,"LINESTRING (-74.008747 40.719029, -74.0087098 40.7192362, -74.008699 40.719296)",3,,,,,,
42436333,42448162,0,"[1220414685, 941943231]",Leonard Street,residential,25 mph,True,False,162.95999999999998,"LINESTRING (-74.0070866 40.718278, -74.0071866 40.7183249, -74.0072241 40.7183429, -74.0086377 40.71898, -74.008747 40.719029)",1,,,,,,
42436335,42453038,0,"[1220414640, 46332299]",Franklin Street,residential,25 mph,True,False,149.58999999999997,"LINESTRING (-74.008699 40.719296, -74.0085909 40.7192851, -74.0071167 40.7191379, -74.0070871 40.7191317, -74.0070659 40.7191251, -74.0070396 40.7191118, -74.0069661 40.7190677)",1,,,,,,
42436335,42436336,0,195743179,Hudson Street,secondary,25 mph,True,False,75.20100000000001,"LINESTRING (-74.008699 40.719296, -74.0086858 40.7193712, -74.0085939 40.7198958, -74.0085815 40.7199664)",3,,,,,,
42436336,42445702,0,5671354,North Moore Street,residential,25 mph,True,False,150.213,"LINESTRING (-74.0068153 40.7197847, -74.0069519 40.719799, -74.0084733 40.7199553, -74.0085815 40.7199664)",,,,,,,
42436353,42436355,0,946653471,Hudson Street,secondary,25 mph,True,False,74.216,"LINESTRING (-74.007669 40.725192, -74.0076582 40.7252546, -74.0075676 40.7257792, -74.0075547 40.7258538)",2,,,,,,
42436353,4616536352,0,466956274,Dominick Street,residential,25 mph,True,False,145.233,"LINESTRING (-74.0059578 40.7250366, -74.0060385 40.7250439, -74.0067581 40.7251093, -74.007549 40.7251812, -74.007669 40.725192)",,,,,,,
42436355,4616536351,0,812936282,Spring Street,residential,25 mph,True,False,144.45000000000002,"LINESTRING (-74.0075547 40.7258538, -74.0074285 40.7258416, -74.0067426 40.725775, -74.0066451 40.7257657, -74.0059272 40.7256976, -74.0058541 40.7256907)",,,,,,,
42436355,42436359,0,"[420809419, 946653471]",Hudson Street,secondary,25 mph,True,False,83.815,"LINESTRING (-74.0075547 40.7258538, -74.0075452 40.7259079, -74.0074393 40.7265509, -74.0074309 40.7266017)",2,,,,,,
42436355,42442288,0,812936282,Spring Street,residential,25 mph,True,False,67.257,"LINESTRING (-74.0083464 40.7259304, -74.0076869 40.7258666, -74.0075547 40.7258538)",,,,,,,
42436359,42436364,0,420809419,Hudson Street,secondary,25 mph,True,False,81.455,"LINESTRING (-74.0074309 40.7266017, -74.0074194 40.726672, -74.007322 40.7272638, -74.0073112 40.7273286)",2,,,,,,
42436359,42445574,0,1003466062,Vandam Street,residential,25 mph,True,False,150.54299999999998,"LINESTRING (-74.005658 40.726435, -74.0058026 40.7264485, -74.0073132 40.7265906, -74.0074309 40.7266017)",1,,,,,,
42436364,42436369,0,420809419,Hudson Street,secondary,25 mph,True,False,80.726,"LINESTRING (-74.0073112 40.7273286, -74.0072984 40.7274038, -74.0072023 40.7279904, -74.0071926 40.728049)",2,,,,,,
42436364,42439345,0,1015939517,Charlton Street,residential,25 mph,True,False,150.04899999999998,"LINESTRING (-74.005545 40.727157, -74.0056942 40.7271715, -74.0071931 40.7273174, -74.0073112 40.7273286)",1,,,,,,
42436369,42436371,0,420809419,Hudson Street,secondary,25 mph,True,False,80.36800000000001,"LINESTRING (-74.0071926 40.728049, -74.0071805 40.7281228, -74.007086 40.7286961, -74.0070745 40.7287662)",2,,,,,,
42436369,42455200,0,846035644,King Street,residential,25 mph,True,False,149.978,"LINESTRING (-74.0071926 40.728049, -74.0070795 40.7280382, -74.0055813 40.7278953, -74.0054267 40.7278806)",,,,,,,
42436371,42436374,0,439933945,Hudson Street,secondary,25 mph,True,False,81.43500000000002,"LINESTRING (-74.0070745 40.7287662, -74.0070629 40.7288354, -74.0069642 40.7294235, -74.0069526 40.7294927)",2,,,,,,
42436371,42448563,0,68325062,West Houston Street,tertiary,25 mph,True,False,148.58700000000002,"LINESTRING (-74.0053219 40.7286189, -74.0054651 40.7286308, -74.0069674 40.7287572, -74.0070745 40.7287662)",2,,,,,,
42436374,8648032265,0,116672642,Clarkson Street,secondary,20 mph,True,False,100.67399999999999,"LINESTRING (-74.0069526 40.7294927, -74.0068557 40.729484, -74.0061177 40.7294177, -74.0057654 40.7293914)",1,,,,,,
42436374,42436377,0,"[663509704, 439933945]",Hudson Street,secondary,25 mph,True,False,81.88,"LINESTRING (-74.0069526 40.7294927, -74.0069419 40.7295612, -74.0068726 40.7300324, -74.0068471 40.7301741, -74.0068382 40.7302239)","['2', '3']",,,,,,
42436377,42436381,0,420895282,Hudson Street,secondary,25 mph,True,False,80.73400000000001,"LINESTRING (-74.0068382 40.7302239, -74.0068272 40.7302914, -74.0067316 40.7308788, -74.006721 40.7309445)",2,,,,,,
42436381,42436384,0,"[420895282, 663509731]",Hudson Street,secondary,25 mph,True,False,81.27399999999999,"LINESTRING (-74.006721 40.7309445, -74.006709 40.7310193, -74.0066591 40.7313315, -74.0066137 40.7316099, -74.0066039 40.73167)","['4', '2']",,,,,,
42436384,42436390,0,663509729,Hudson Street,secondary,25 mph,True,False,84.50999999999999,"LINESTRING (-74.0066039 40.73167, -74.0065938 40.7317366, -74.0064955 40.7323818, -74.0064889 40.732425)",2,,,,,,
42436390,42436393,0,"[663509729, 420895278]",Hudson Street,secondary,25 mph,True,False,70.62,"LINESTRING (-74.0064889 40.732425, -74.0064783 40.7324874, -74.0064136 40.732874, -74.0063894 40.7330162, -74.0063829 40.733055)","['2', '3']",,,,,,
42436393,42436396,0,125479715,Hudson Street,secondary,25 mph,True,False,77.048,"LINESTRING (-74.0063829 40.733055, -74.0063712 40.7331329, -74.0062865 40.7336978, -74.0062788 40.7337434)",2,,,,,,
42436393,339044224,0,492148704,Christopher Street,residential,20 mph,True,False,45.096000000000004,"LINESTRING (-74.0058581 40.7331346, -74.0062831 40.7330701, -74.0063829 40.733055)",,,,,,,
42436396,42436400,0,125479715,Hudson Street,secondary,25 mph,True,False,77.98700000000001,"LINESTRING (-74.0062788 40.7337434, -74.0062675 40.7338101, -74.0062078 40.7341347, -74.0061675 40.7343964, -74.0061609 40.734439)",2,,,,,,
42436400,42436404,0,125479715,Hudson Street,secondary,25 mph,True,False,77.75900000000001,"LINESTRING (-74.0061609 40.734439, -74.0061502 40.7345044, -74.0060541 40.7350927, -74.0060475 40.735133)",2,,,,,,
42436404,42436407,0,125479715,Hudson Street,secondary,25 mph,True,False,79.879,"LINESTRING (-74.0060475 40.735133, -74.0060369 40.7351975, -74.0059831 40.7355264, -74.0059407 40.7357906, -74.0059318 40.735846)",2,,,,,,
42436407,42436411,0,125479715,Hudson Street,secondary,25 mph,True,False,76.838,"LINESTRING (-74.0059318 40.735846, -74.005922 40.7359154, -74.0058746 40.7362525, -74.0058314 40.7364606, -74.0058168 40.7365313)",2,,,,,,
42436411,6211334202,0,5670454,Hudson Street,secondary,,True,False,46.69,"LINESTRING (-74.0058168 40.7365313, -74.0057912 40.7365961, -74.0057694 40.7366357, -74.0057465 40.7366771, -74.0057039 40.7367223, -74.0056494 40.7367728, -74.0055757 40.7368399, -74.0055274 40.7368828)",2,,,,,,
42436414,6211334202,0,"[196117032, 689037620]",Hudson Street,residential,25 mph,True,False,43.931,"LINESTRING (-74.0057682 40.7372197, -74.0057566 40.7371696, -74.0057489 40.7371251, -74.0057226 40.7370621, -74.0056747 40.7370041, -74.0056366 40.7369721, -74.0056038 40.7369451, -74.0055274 40.7368828)",,,,,,,
42436414,42436423,0,474635904,Hudson Street,residential,25 mph,True,False,37.364,"LINESTRING (-74.0057088 40.7375527, -74.0057199 40.7374903, -74.0057682 40.7372197)",2,,,,,,
42436423,42436427,0,"[1188954617, 474635899]",Hudson Street,residential,25 mph,True,False,65.80300000000001,"LINESTRING (-74.00561 40.7381397, -74.0056177 40.7380909, -74.0056556 40.7378489, -74.0056852 40.7376842, -74.0056977 40.7376144, -74.0057088 40.7375527)",2,,,,,,
42436439,4557517554,0,194923791,West 14th Street,secondary,,False,True,30.346000000000004,"LINESTRING (-74.0054364 40.740988, -74.0052344 40.7408956, -74.005128 40.740847)",,,,,,,
42436439,387180916,0,"[1203013899, 350726031]",9th Avenue,secondary,25 mph,True,False,93.27499999999999,"LINESTRING (-74.0048213 40.7416415, -74.0048668 40.7415763, -74.0049008 40.7415276, -74.0050382 40.7413187, -74.0050583 40.741223, -74.0051102 40.7409451, -74.005128 40.740847)",2,,,,,,
42436567,592484776,0,5670462,Dominick Street,residential,25 mph,True,False,99.264,"LINESTRING (-74.0058148 40.7250234, -74.0057454 40.7250169, -74.0055033 40.7249928, -74.0047294 40.7249209, -74.0046459 40.7249131)",,,,,,,
42436567,42442286,0,"[1003466066, 1003466061]",Varick Street,primary,25 mph,True,False,73.043,"LINESTRING (-74.0057082 40.7256753, -74.0057195 40.7256054, -74.0058031 40.7250948, -74.0058148 40.7250234)",2,,,,,,
42436575,4597668029,0,5670466,East 24th Street,residential,25 mph,True,False,152.297,"LINESTRING (-73.9875061 40.7415447, -73.9874027 40.7415008, -73.9860351 40.7409138, -73.9859325 40.7408706)",,,,,,,
42436575,42445879,0,5671393,Madison Avenue,secondary,25 mph,True,False,78.404,"LINESTRING (-73.9875061 40.7415447, -73.9874651 40.7416002, -73.9871451 40.742024, -73.987086 40.7421022, -73.9870446 40.742157)",3,,,,,,
42436575,42445867,0,5671393,Madison Avenue,secondary,25 mph,True,False,83.81099999999999,"LINESTRING (-73.9879839 40.7408836, -73.9879145 40.7409799, -73.9875399 40.7414985, -73.9875061 40.7415447)",3,,,,,,
42436578,42436582,0,525768549,East 24th Street,residential,25 mph,True,False,150.42299999999997,"LINESTRING (-73.9858246 40.7408251, -73.98575 40.7407937, -73.9843832 40.7402176, -73.9842643 40.7401675)",,,,,,,
42436578,42456555,0,1049948413,Park Avenue South,primary,25 mph,True,False,77.886,"LINESTRING (-73.9858246 40.7408251, -73.9857724 40.7408969, -73.9854157 40.7413874, -73.9853785 40.7414386)",2,,,,,,
42436578,42448693,0,420519635,Park Avenue South,primary,25 mph,True,False,83.33200000000001,"LINESTRING (-73.9863033 40.7401693, -73.9862317 40.7402668, -73.9861211 40.7404175, -73.9858591 40.7407777, -73.9858246 40.7408251)",3,,,,,,
42436578,4597668029,0,1049948414,East 24th Street,residential,25 mph,True,False,10.404,"LINESTRING (-73.9858246 40.7408251, -73.9859325 40.7408706)",,,,,,,
42436582,42436586,0,195745914,East 24th Street,secondary,25 mph,True,False,154.06799999999998,"LINESTRING (-73.9842643 40.7401675, -73.9841696 40.7401278, -73.9829689 40.7396248, -73.9828014 40.7395546, -73.9826645 40.7394963)",,,,,,,
42436582,42446925,0,"[1037772579, 584971399]",Lexington Avenue,secondary,25 mph,True,False,83.693,"LINESTRING (-73.9842643 40.7401675, -73.9843034 40.740115, -73.9845063 40.7398424, -73.9846759 40.7396157, -73.9847532 40.7395123)",3,,,,,,
42436582,2302133933,0,1037772578,Lexington Avenue,secondary,25 mph,True,False,78.595,"LINESTRING (-73.9838144 40.7407867, -73.9838539 40.7407323, -73.9841298 40.7403526, -73.9842224 40.7402252, -73.9842643 40.7401675)",3,,,,,,
42436586,42436590,0,195745915,East 24th Street,residential,25 mph,True,False,215.48,"LINESTRING (-73.9826645 40.7394963, -73.9825266 40.7394395, -73.9805609 40.7386116, -73.9804284 40.7385557)",,,,,,,
42436586,4138911201,0,"[496986905, 221157083]",3rd Avenue,primary,25 mph,True,False,79.03,"LINESTRING (-73.9826645 40.7394963, -73.9826138 40.7395615, -73.9822497 40.7400489, -73.9822425 40.7400585, -73.9822001 40.7401138)",5,,,,,,
42436586,42448701,0,489019754,3rd Avenue,primary,25 mph,False,False,84.17500000000001,"LINESTRING (-73.9831516 40.7388354, -73.9830774 40.738937, -73.9827021 40.7394412, -73.9826645 40.7394963)",6,,,,,,
42436590,3430331121,0,335935798,East 24th Street,unclassified,25 mph,False,True,84.06099999999999,"LINESTRING (-73.9795551 40.7381901, -73.9802805 40.7384938, -73.9804284 40.7385557)",,,,,,,
42436590,42442889,0,"[420872181, 335935799]",2nd Avenue,primary,25 mph,True,False,84.551,"LINESTRING (-73.9804284 40.7385557, -73.9804727 40.7384958, -73.9806305 40.738283, -73.9808395 40.7379902, -73.9809116 40.7378893)",5,,,,,,
42436590,42442891,0,"[420872193, 420872186]",2nd Avenue,primary,25 mph,True,False,79.328,"LINESTRING (-73.9799749 40.7391809, -73.9800199 40.73912, -73.9801856 40.7388954, -73.9803849 40.7386165, -73.9804284 40.7385557)",5,,,,,,
42436598,3430331122,0,335935797,East 24th Street,unclassified,25 mph,False,False,74.515,"LINESTRING (-73.9788226 40.7378834, -73.9781925 40.7376196, -73.9780485 40.7375593)",,,,,,,
42436598,42455897,0,"[1027227121, 1027227122]",1st Avenue,primary,25 mph,True,False,77.488,"LINESTRING (-73.9780485 40.7375593, -73.9780068 40.7376167, -73.9777424 40.7379802, -73.9776973 40.7380422, -73.9776429 40.7381173, -73.9776048 40.7381697)",4,,,,,,
42436598,42448707,0,"[1027227120, 1027227119]",1st Avenue,primary,25 mph,True,False,84.678,"LINESTRING (-73.9785412 40.7368956, -73.9784684 40.7369952, -73.9783054 40.737219, -73.9780957 40.7374938, -73.9780485 40.7375593)",4,,,,,,
42436746,42445404,0,447001272,Madison Avenue,secondary,25 mph,True,False,78.52699999999999,"LINESTRING (-73.9852432 40.7446313, -73.985204 40.7446853, -73.9848377 40.7451899, -73.984794 40.7452501)",3,,,,,,
42436746,42445888,0,196117042,Madison Avenue,secondary,25 mph,True,False,79.54400000000001,"LINESTRING (-73.9856985 40.7440046, -73.9856531 40.7440671, -73.9854878 40.7442947, -73.9852854 40.7445733, -73.9852711 40.744593, -73.9852432 40.7446313)",3,,,,,,
42436746,4597668043,0,1123877371,East 29th Street,residential,25 mph,True,False,151.01000000000002,"LINESTRING (-73.9836755 40.7439728, -73.9837651 40.7440105, -73.9851497 40.744592, -73.9852432 40.7446313)",,,,,,,
42436748,4597668043,0,420514148,East 29th Street,residential,25 mph,True,False,11.057,"LINESTRING (-73.9835616 40.7439234, -73.9836755 40.7439728)",,,,,,,
42436748,42445409,0,420514149,Park Avenue South,primary,25 mph,True,False,78.671,"LINESTRING (-73.9835616 40.7439234, -73.9835228 40.7439768, -73.9831561 40.7444818, -73.9831115 40.7445433)",3,,,,,,
42436748,42436751,0,"[1049837362, 1051841851]",East 29th Street,residential,25 mph,True,False,150.167,"LINESTRING (-73.982007 40.7432627, -73.9821139 40.7433071, -73.9831005 40.7437271, -73.9834937 40.7438945, -73.9835616 40.7439234)","['1', '2']",,,,,,
42436748,42446266,0,196117051,Park Avenue South,primary,25 mph,True,False,79.47899999999998,"LINESTRING (-73.9840243 40.7433005, -73.9839793 40.743361, -73.9836067 40.7438628, -73.9835831 40.7438945, -73.9835616 40.7439234)",,,,,,,
42436751,42446270,0,1051841854,Lexington Avenue,secondary,25 mph,True,False,78.802,"LINESTRING (-73.982007 40.7432627, -73.982031 40.7432327, -73.9820502 40.7432086, -73.9824196 40.742703, -73.9824628 40.7426439)",3,,,,,,
42436751,42436753,0,226040993,East 29th Street,residential,25 mph,True,False,153.754,"LINESTRING (-73.9804107 40.7425925, -73.9805495 40.7426504, -73.9805574 40.7426534, -73.9806373 40.742685, -73.9809165 40.7428024, -73.9814182 40.7430157, -73.9819048 40.743221, -73.982007 40.7432627)",1,,,,,,
42436751,8482948064,0,1051841852,Lexington Avenue,secondary,25 mph,True,False,79.03599999999999,"LINESTRING (-73.9815498 40.7438832, -73.9815992 40.7438234, -73.9819667 40.7433231, -73.982007 40.7432627)",3,,,,,,
42436753,42445413,0,388240124,3rd Avenue,primary,25 mph,True,False,78.717,"LINESTRING (-73.9804107 40.7425925, -73.9803688 40.7426502, -73.9803643 40.7426584, -73.9800049 40.74315, -73.9799582 40.7432118)",5,,,,,,
42436753,42436754,0,"[222299258, 1032033403]",East 29th Street,residential,25 mph,True,False,215.874,"LINESTRING (-73.9781701 40.7416506, -73.978299 40.7417048, -73.9788185 40.7419255, -73.9800109 40.7424244, -73.9802687 40.7425328, -73.9802818 40.7425383, -73.9804107 40.7425925)","['1', '2']",,,,,,
42436753,42446275,0,388240124,3rd Avenue,primary,25 mph,True,False,78.91599999999998,"LINESTRING (-73.9808564 40.7419683, -73.980816 40.7420265, -73.9804538 40.7425327, -73.9804499 40.742539, -73.9804369 40.7425562, -73.9804107 40.7425925)",5,,,,,,
42436754,42442898,0,"[420872184, 420872190]",2nd Avenue,primary,25 mph,True,False,78.97999999999999,"LINESTRING (-73.9781701 40.7416506, -73.9782247 40.7415822, -73.9784982 40.7412397, -73.9785705 40.7411415, -73.9786013 40.7410996, -73.9786461 40.7410388)",5,,,,,,
42436754,42436756,0,619277989,East 29th Street,residential,25 mph,True,False,229.18699999999998,"LINESTRING (-73.9757944 40.7406465, -73.975935 40.7407056, -73.9764016 40.7409059, -73.9771767 40.7412316, -73.9780197 40.7415858, -73.9781701 40.7416506)",1,,,,,,
42436754,42442902,0,381474197,2nd Avenue,primary,25 mph,True,False,79.042,"LINESTRING (-73.9777196 40.7422741, -73.9777662 40.7422092, -73.9781315 40.7417077, -73.9781701 40.7416506)",5,,,,,,
42436756,6572026580,0,5671701,East 29th Street,residential,25 mph,False,True,15.585,"LINESTRING (-73.9756299 40.7405824, -73.9756527 40.7405907, -73.9757944 40.7406465)",,,,,,,
42436756,42445417,0,222299276,1st Avenue,primary,25 mph,True,False,79.631,"LINESTRING (-73.9757944 40.7406465, -73.9757521 40.7407058, -73.9753937 40.7411978, -73.9753382 40.7412737)",4,,,,,,
42436756,1632878994,0,"[974336290, 438384743]",1st Avenue,primary,25 mph,True,False,60.098,"LINESTRING (-73.9761435 40.7401752, -73.9759372 40.7404533, -73.9759054 40.7404944, -73.975831 40.7405941, -73.9757944 40.7406465)",4,,,,,,
